n,scheme,trial,latency_us
192,lattice_only,2871,110
192,hybrid,2872,89
192,hash_only,2872,1
192,lattice_only,2872,84
192,hybrid,2873,88
192,hash_only,2873,1
192,lattice_only,2873,84
192,hybrid,2874,91
192,hash_only,2874,1
192,lattice_only,2874,83
192,hybrid,2875,92
192,hash_only,2875,8
192,lattice_only,2875,83
192,hybrid,2876,91
192,hash_only,2876,1
192,lattice_only,2876,105
192,hybrid,2877,93
192,hash_only,2877,1
192,lattice_only,2877,87
192,hybrid,2878,88
192,hash_only,2878,1
192,lattice_only,2878,83
192,hybrid,2879,88
192,hash_only,2879,1
192,lattice_only,2879,86
192,hybrid,2880,94
192,hash_only,2880,1
192,lattice_only,2880,83
192,hybrid,2881,145
192,hash_only,2881,1
192,lattice_only,2881,88
192,hybrid,2882,89
192,hash_only,2882,1
192,lattice_only,2882,84
192,hybrid,2883,88
192,hash_only,2883,1
192,lattice_only,2883,87
192,hybrid,2884,88
192,hash_only,2884,1
192,lattice_only,2884,88
192,hybrid,2885,91
192,hash_only,2885,1
192,lattice_only,2885,87
192,hybrid,2886,118
192,hash_only,2886,1
192,lattice_only,2886,84
192,hybrid,2887,89
192,hash_only,2887,1
192,lattice_only,2887,87
192,hybrid,2888,92
192,hash_only,2888,1
192,lattice_only,2888,83
192,hybrid,2889,91
192,hash_only,2889,1
192,lattice_only,2889,91
192,hybrid,2890,91
192,hash_only,2890,1
192,lattice_only,2890,104
192,hybrid,2891,93
192,hash_only,2891,1
192,lattice_only,2891,84
192,hybrid,2892,88
192,hash_only,2892,1
192,lattice_only,2892,85
192,hybrid,2893,88
192,hash_only,2893,1
192,lattice_only,2893,86
192,hybrid,2894,95
192,hash_only,2894,1
192,lattice_only,2894,83
192,hybrid,2895,88
192,hash_only,2895,1
192,lattice_only,2895,106
192,hybrid,2896,89
192,hash_only,2896,1
192,lattice_only,2896,88
192,hybrid,2897,88
192,hash_only,2897,1
192,lattice_only,2897,83
192,hybrid,2898,88
192,hash_only,2898,1
192,lattice_only,2898,83
192,hybrid,2899,94
192,hash_only,2899,1
192,lattice_only,2899,83
192,hybrid,2900,147
192,hash_only,2900,3
192,lattice_only,2900,84
192,hybrid,2901,97
192,hash_only,2901,1
192,lattice_only,2901,87
192,hybrid,2902,90
192,hash_only,2902,1
192,lattice_only,2902,83
192,hybrid,2903,88
192,hash_only,2903,1
192,lattice_only,2903,83
192,hybrid,2904,91
192,hash_only,2904,1
192,lattice_only,2904,111
192,hybrid,2905,93
192,hash_only,2905,1
192,lattice_only,2905,87
192,hybrid,2906,88
192,hash_only,2906,1
192,lattice_only,2906,86
192,hybrid,2907,88
192,hash_only,2907,1
192,lattice_only,2907,86
192,hybrid,2908,94
192,hash_only,2908,1
192,lattice_only,2908,83
192,hybrid,2909,116
192,hash_only,2909,1
192,lattice_only,2909,84
192,hybrid,2910,93
192,hash_only,2910,2
192,lattice_only,2910,88
192,hybrid,2911,92
192,hash_only,2911,1
192,lattice_only,2911,83
192,hybrid,2912,88
192,hash_only,2912,1
192,lattice_only,2912,91
192,hybrid,2913,88
192,hash_only,2913,1
192,lattice_only,2913,83
192,hybrid,2914,110
192,hash_only,2914,1
192,lattice_only,2914,85
192,hybrid,2915,92
192,hash_only,2915,1
192,lattice_only,2915,86
192,hybrid,2916,105
192,hash_only,2916,1
192,lattice_only,2916,86
192,hybrid,2917,92
192,hash_only,2917,1
192,lattice_only,2917,92
192,hybrid,2918,126
192,hash_only,2918,1
192,lattice_only,2918,112
192,hybrid,2919,91
192,hash_only,2919,1
192,lattice_only,2919,83
192,hybrid,2920,91
192,hash_only,2920,1
192,lattice_only,2920,87
192,hybrid,2921,90
192,hash_only,2921,1
192,lattice_only,2921,83
192,hybrid,2922,94
192,hash_only,2922,1
192,lattice_only,2922,84
192,hybrid,2923,116
192,hash_only,2923,1
192,lattice_only,2923,84
192,hybrid,2924,92
192,hash_only,2924,1
192,lattice_only,2924,87
192,hybrid,2925,92
192,hash_only,2925,1
192,lattice_only,2925,84
192,hybrid,2926,88
192,hash_only,2926,1
192,lattice_only,2926,91
192,hybrid,2927,91
192,hash_only,2927,1
192,lattice_only,2927,84
192,hybrid,2928,113
192,hash_only,2928,1
192,lattice_only,2928,88
192,hybrid,2929,92
192,hash_only,2929,1
192,lattice_only,2929,86
192,hybrid,2930,89
192,hash_only,2930,1
192,lattice_only,2930,83
192,hybrid,2931,88
192,hash_only,2931,1
192,lattice_only,2931,91
192,hybrid,2932,91
192,hash_only,2932,1
192,lattice_only,2932,105
192,hybrid,2933,89
192,hash_only,2933,1
192,lattice_only,2933,84
192,hybrid,2934,89
192,hash_only,2934,1
192,lattice_only,2934,86
192,hybrid,2935,90
192,hash_only,2935,1
192,lattice_only,2935,83
192,hybrid,2936,88
192,hash_only,2936,1
192,lattice_only,2936,83
192,hybrid,2937,122
192,hash_only,2937,1
192,lattice_only,2937,87
192,hybrid,2938,89
192,hash_only,2938,1
192,lattice_only,2938,85
192,hybrid,2939,88
192,hash_only,2939,1
192,lattice_only,2939,83
192,hybrid,2940,91
192,hash_only,2940,1
192,lattice_only,2940,85
192,hybrid,2941,94
192,hash_only,2941,1
192,lattice_only,2941,83
192,hybrid,2942,112
192,hash_only,2942,1
192,lattice_only,2942,84
192,hybrid,2943,92
192,hash_only,2943,1
192,lattice_only,2943,83
192,hybrid,2944,91
192,hash_only,2944,1
192,lattice_only,2944,83
192,hybrid,2945,88
192,hash_only,2945,1
192,lattice_only,2945,88
192,hybrid,2946,90
192,hash_only,2946,1
192,lattice_only,2946,85
192,hybrid,2947,109
192,hash_only,2947,1
192,lattice_only,2947,88
192,hybrid,2948,92
192,hash_only,2948,1
192,lattice_only,2948,87
192,hybrid,2949,92
192,hash_only,2949,1
192,lattice_only,2949,87
192,hybrid,2950,88
192,hash_only,2950,1
192,lattice_only,2950,88
192,hybrid,2951,88
192,hash_only,2951,1
192,lattice_only,2951,106
192,hybrid,2952,89
192,hash_only,2952,1
192,lattice_only,2952,87
192,hybrid,2953,92
192,hash_only,2953,1
192,lattice_only,2953,83
192,hybrid,2954,91
192,hash_only,2954,1
192,lattice_only,2954,84
192,hybrid,2955,96
192,hash_only,2955,1
192,lattice_only,2955,83
192,hybrid,2956,121
192,hash_only,2956,1
192,lattice_only,2956,84
192,hybrid,2957,89
192,hash_only,2957,1
192,lattice_only,2957,84
192,hybrid,2958,93
192,hash_only,2958,1
192,lattice_only,2958,83
192,hybrid,2959,89
192,hash_only,2959,1
192,lattice_only,2959,84
192,hybrid,2960,93
192,hash_only,2960,1
192,lattice_only,2960,84
192,hybrid,2961,115
192,hash_only,2961,2
192,lattice_only,2961,87
192,hybrid,2962,92
192,hash_only,2962,1
192,lattice_only,2962,87
192,hybrid,2963,88
192,hash_only,2963,1
192,lattice_only,2963,87
192,hybrid,2964,88
192,hash_only,2964,1
192,lattice_only,2964,92
192,hybrid,2965,88
192,hash_only,2965,1
192,lattice_only,2965,83
192,hybrid,2966,110
192,hash_only,2966,1
192,lattice_only,2966,84
192,hybrid,2967,92
192,hash_only,2967,1
192,lattice_only,2967,87
192,hybrid,2968,90
192,hash_only,2968,1
192,lattice_only,2968,87
192,hybrid,2969,91
192,hash_only,2969,1
192,lattice_only,2969,83
192,hybrid,2970,88
192,hash_only,2970,1
192,lattice_only,2970,107
192,hybrid,2971,92
192,hash_only,2971,1
192,lattice_only,2971,84
192,hybrid,2972,88
192,hash_only,2972,1
192,lattice_only,2972,83
192,hybrid,2973,91
192,hash_only,2973,1
192,lattice_only,2973,85
192,hybrid,2974,94
192,hash_only,2974,1
192,lattice_only,2974,83
192,hybrid,2975,144
192,hash_only,2975,2
192,lattice_only,2975,84
192,hybrid,2976,90
192,hash_only,2976,1
192,lattice_only,2976,83
192,hybrid,2977,91
192,hash_only,2977,1
192,lattice_only,2977,83
192,hybrid,2978,88
192,hash_only,2978,1
192,lattice_only,2978,88
192,hybrid,2979,89
192,hash_only,2979,1
192,lattice_only,2979,86
192,hybrid,2980,116
192,hash_only,2980,1
192,lattice_only,2980,84
192,hybrid,2981,91
192,hash_only,2981,1
192,lattice_only,2981,84
192,hybrid,2982,88
192,hash_only,2982,1
192,lattice_only,2982,86
192,hybrid,2983,88
192,hash_only,2983,1
192,lattice_only,2983,88
192,hybrid,2984,90
192,hash_only,2984,1
192,lattice_only,2984,107
192,hybrid,2985,89
192,hash_only,2985,1
192,lattice_only,2985,84
192,hybrid,2986,88
192,hash_only,2986,1
192,lattice_only,2986,83
192,hybrid,2987,88
192,hash_only,2987,1
192,lattice_only,2987,84
192,hybrid,2988,88
192,hash_only,2988,1
192,lattice_only,2988,110
192,hybrid,2989,88
192,hash_only,2989,1
192,lattice_only,2989,106
192,hybrid,2990,92
192,hash_only,2990,1
192,lattice_only,2990,84
192,hybrid,2991,89
192,hash_only,2991,1
192,lattice_only,2991,84
192,hybrid,2992,89
192,hash_only,2992,1
192,lattice_only,2992,85
192,hybrid,2993,97
192,hash_only,2993,1
192,lattice_only,2993,87
192,hybrid,2994,111
192,hash_only,2994,1
192,lattice_only,2994,84
192,hybrid,2995,92
192,hash_only,2995,1
192,lattice_only,2995,86
192,hybrid,2996,88
192,hash_only,2996,1
192,lattice_only,2996,87
192,hybrid,2997,91
192,hash_only,2997,1
192,lattice_only,2997,88
192,hybrid,2998,89
192,hash_only,2998,1
192,lattice_only,2998,83
192,hybrid,2999,91
192,hash_only,2999,1
192,lattice_only,2999,84
192,hybrid,3000,92
192,hash_only,3000,1
192,lattice_only,3000,85
192,hybrid,3001,88
192,hash_only,3001,1
192,lattice_only,3001,87
192,hybrid,3002,88
192,hash_only,3002,1
192,lattice_only,3002,89
192,hybrid,3003,88
192,hash_only,3003,1
192,lattice_only,3003,105
192,hybrid,3004,89
192,hash_only,3004,1
192,lattice_only,3004,83
192,hybrid,3005,93
192,hash_only,3005,1
192,lattice_only,3005,83
192,hybrid,3006,88
192,hash_only,3006,1
192,lattice_only,3006,83
192,hybrid,3007,93
192,hash_only,3007,1
192,lattice_only,3007,87
192,hybrid,3008,91
192,hash_only,3008,1
192,lattice_only,3008,105
192,hybrid,3009,92
192,hash_only,3009,1
192,lattice_only,3009,84
192,hybrid,3010,90
192,hash_only,3010,1
192,lattice_only,3010,98
192,hybrid,3011,88
192,hash_only,3011,1
192,lattice_only,3011,86
192,hybrid,3012,97
192,hash_only,3012,1
192,lattice_only,3012,117
192,hybrid,3013,111
192,hash_only,3013,1
192,lattice_only,3013,84
192,hybrid,3014,92
192,hash_only,3014,1
192,lattice_only,3014,86
192,hybrid,3015,88
192,hash_only,3015,1
192,lattice_only,3015,87
192,hybrid,3016,88
192,hash_only,3016,1
192,lattice_only,3016,88
192,hybrid,3017,92
192,hash_only,3017,1
192,lattice_only,3017,105
192,hybrid,3018,92
192,hash_only,3018,1
192,lattice_only,3018,84
192,hybrid,3019,90
192,hash_only,3019,1
192,lattice_only,3019,83
192,hybrid,3020,91
192,hash_only,3020,1
192,lattice_only,3020,83
192,hybrid,3021,91
192,hash_only,3021,1
192,lattice_only,3021,83
192,hybrid,3022,90
192,hash_only,3022,1
192,lattice_only,3022,106
192,hybrid,3023,89
192,hash_only,3023,1
192,lattice_only,3023,87
192,hybrid,3024,89
192,hash_only,3024,1
192,lattice_only,3024,83
192,hybrid,3025,88
192,hash_only,3025,1
192,lattice_only,3025,83
192,hybrid,3026,93
192,hash_only,3026,1
192,lattice_only,3026,87
192,hybrid,3027,89
192,hash_only,3027,2
192,lattice_only,3027,88
192,hybrid,3028,89
192,hash_only,3028,1
192,lattice_only,3028,87
192,hybrid,3029,92
192,hash_only,3029,1
192,lattice_only,3029,84
192,hybrid,3030,89
192,hash_only,3030,1
192,lattice_only,3030,87
192,hybrid,3031,88
192,hash_only,3031,1
192,lattice_only,3031,117
192,hybrid,3032,114
192,hash_only,3032,1
192,lattice_only,3032,87
192,hybrid,3033,92
192,hash_only,3033,1
192,lattice_only,3033,83
192,hybrid,3034,91
192,hash_only,3034,1
192,lattice_only,3034,86
192,hybrid,3035,88
192,hash_only,3035,1
192,lattice_only,3035,88
192,hybrid,3036,91
192,hash_only,3036,1
192,lattice_only,3036,104
192,hybrid,3037,89
192,hash_only,3037,1
192,lattice_only,3037,87
192,hybrid,3038,98
192,hash_only,3038,3
192,lattice_only,3038,87
192,hybrid,3039,88
192,hash_only,3039,1
192,lattice_only,3039,87
192,hybrid,3040,95
192,hash_only,3040,1
192,lattice_only,3040,83
192,hybrid,3041,88
192,hash_only,3041,1
192,lattice_only,3041,85
192,hybrid,3042,89
192,hash_only,3042,1
192,lattice_only,3042,84
192,hybrid,3043,89
192,hash_only,3043,1
192,lattice_only,3043,83
192,hybrid,3044,91
192,hash_only,3044,1
192,lattice_only,3044,87
192,hybrid,3045,93
192,hash_only,3045,1
192,lattice_only,3045,83
192,hybrid,3046,109
192,hash_only,3046,1
192,lattice_only,3046,85
192,hybrid,3047,89
192,hash_only,3047,1
192,lattice_only,3047,84
192,hybrid,3048,88
192,hash_only,3048,1
192,lattice_only,3048,83
192,hybrid,3049,90
192,hash_only,3049,1
192,lattice_only,3049,97
192,hybrid,3050,93
192,hash_only,3050,1
192,lattice_only,3050,166
192,hybrid,3051,93
192,hash_only,3051,1
192,lattice_only,3051,84
192,hybrid,3052,92
192,hash_only,3052,1
192,lattice_only,3052,86
192,hybrid,3053,88
192,hash_only,3053,1
192,lattice_only,3053,83
192,hybrid,3054,94
192,hash_only,3054,1
192,lattice_only,3054,83
192,hybrid,3055,91
192,hash_only,3055,1
192,lattice_only,3055,84
192,hybrid,3056,92
192,hash_only,3056,1
192,lattice_only,3056,83
192,hybrid,3057,92
192,hash_only,3057,1
192,lattice_only,3057,87
192,hybrid,3058,89
192,hash_only,3058,1
192,lattice_only,3058,86
192,hybrid,3059,94
192,hash_only,3059,1
192,lattice_only,3059,84
192,hybrid,3060,110
192,hash_only,3060,1
192,lattice_only,3060,86
192,hybrid,3061,92
192,hash_only,3061,1
192,lattice_only,3061,84
192,hybrid,3062,91
192,hash_only,3062,1
192,lattice_only,3062,83
192,hybrid,3063,91
192,hash_only,3063,1
192,lattice_only,3063,89
192,hybrid,3064,92
192,hash_only,3064,1
192,lattice_only,3064,86
192,hybrid,3065,91
192,hash_only,3065,1
192,lattice_only,3065,84
192,hybrid,3066,92
192,hash_only,3066,1
192,lattice_only,3066,89
192,hybrid,3067,92
192,hash_only,3067,1
192,lattice_only,3067,84
192,hybrid,3068,91
192,hash_only,3068,1
192,lattice_only,3068,88
192,hybrid,3069,122
192,hash_only,3069,1
192,lattice_only,3069,109
192,hybrid,3070,91
192,hash_only,3070,1
192,lattice_only,3070,84
192,hybrid,3071,88
192,hash_only,3071,1
192,lattice_only,3071,83
192,hybrid,3072,90
192,hash_only,3072,1
192,lattice_only,3072,83
192,hybrid,3073,98
192,hash_only,3073,1
192,lattice_only,3073,83
192,hybrid,3074,111
192,hash_only,3074,1
192,lattice_only,3074,88
192,hybrid,3075,92
192,hash_only,3075,1
192,lattice_only,3075,85
192,hybrid,3076,88
192,hash_only,3076,1
192,lattice_only,3076,84
192,hybrid,3077,89
192,hash_only,3077,1
192,lattice_only,3077,90
192,hybrid,3078,90
192,hash_only,3078,1
192,lattice_only,3078,85
192,hybrid,3079,109
192,hash_only,3079,1
192,lattice_only,3079,88
192,hybrid,3080,89
192,hash_only,3080,1
192,lattice_only,3080,87
192,hybrid,3081,88
192,hash_only,3081,1
192,lattice_only,3081,83
192,hybrid,3082,91
192,hash_only,3082,1
192,lattice_only,3082,104
192,hybrid,3083,91
192,hash_only,3083,1
192,lattice_only,3083,107
192,hybrid,3084,89
192,hash_only,3084,1
192,lattice_only,3084,84
192,hybrid,3085,92
192,hash_only,3085,1
192,lattice_only,3085,85
192,hybrid,3086,91
192,hash_only,3086,1
192,lattice_only,3086,83
192,hybrid,3087,93
192,hash_only,3087,1
192,lattice_only,3087,83
192,hybrid,3088,147
192,hash_only,3088,1
192,lattice_only,3088,84
192,hybrid,3089,89
192,hash_only,3089,1
192,lattice_only,3089,84
192,hybrid,3090,88
192,hash_only,3090,1
192,lattice_only,3090,83
192,hybrid,3091,90
192,hash_only,3091,1
192,lattice_only,3091,83
192,hybrid,3092,93
192,hash_only,3092,1
192,lattice_only,3092,87
192,hybrid,3093,112
192,hash_only,3093,1
192,lattice_only,3093,85
192,hybrid,3094,88
192,hash_only,3094,1
192,lattice_only,3094,87
192,hybrid,3095,88
192,hash_only,3095,1
192,lattice_only,3095,86
192,hybrid,3096,88
192,hash_only,3096,1
192,lattice_only,3096,91
192,hybrid,3097,88
192,hash_only,3097,1
192,lattice_only,3097,83
192,hybrid,3098,113
192,hash_only,3098,1
192,lattice_only,3098,84
192,hybrid,3099,91
192,hash_only,3099,1
192,lattice_only,3099,88
192,hybrid,3100,91
192,hash_only,3100,1
192,lattice_only,3100,83
192,hybrid,3101,88
192,hash_only,3101,1
192,lattice_only,3101,91
192,hybrid,3102,90
192,hash_only,3102,1
192,lattice_only,3102,105
192,hybrid,3103,89
192,hash_only,3103,1
192,lattice_only,3103,84
192,hybrid,3104,88
192,hash_only,3104,1
192,lattice_only,3104,96
192,hybrid,3105,88
192,hash_only,3105,1
192,lattice_only,3105,86
192,hybrid,3106,94
192,hash_only,3106,1
192,lattice_only,3106,83
192,hybrid,3107,147
192,hash_only,3107,1
192,lattice_only,3107,90
192,hybrid,3108,89
192,hash_only,3108,1
192,lattice_only,3108,87
192,hybrid,3109,88
192,hash_only,3109,1
192,lattice_only,3109,85
192,hybrid,3110,88
192,hash_only,3110,1
192,lattice_only,3110,88
192,hybrid,3111,92
192,hash_only,3111,1
192,lattice_only,3111,83
192,hybrid,3112,111
192,hash_only,3112,1
192,lattice_only,3112,84
192,hybrid,3113,92
192,hash_only,3113,1
192,lattice_only,3113,83
192,hybrid,3114,88
192,hash_only,3114,1
192,lattice_only,3114,83
192,hybrid,3115,91
192,hash_only,3115,1
192,lattice_only,3115,88
192,hybrid,3116,88
192,hash_only,3116,1
192,lattice_only,3116,105
192,hybrid,3117,89
192,hash_only,3117,1
192,lattice_only,3117,84
192,hybrid,3118,91
192,hash_only,3118,1
192,lattice_only,3118,86
192,hybrid,3119,91
192,hash_only,3119,1
192,lattice_only,3119,87
192,hybrid,3120,88
192,hash_only,3120,1
192,lattice_only,3120,83
192,hybrid,3121,92
192,hash_only,3121,1
192,lattice_only,3121,107
192,hybrid,3122,89
192,hash_only,3122,1
192,lattice_only,3122,83
192,hybrid,3123,88
192,hash_only,3123,1
192,lattice_only,3123,87
192,hybrid,3124,91
192,hash_only,3124,1
192,lattice_only,3124,87
192,hybrid,3125,93
192,hash_only,3125,1
192,lattice_only,3125,86
192,hybrid,3126,144
192,hash_only,3126,1
192,lattice_only,3126,87
192,hybrid,3127,89
192,hash_only,3127,1
192,lattice_only,3127,87
192,hybrid,3128,88
192,hash_only,3128,1
192,lattice_only,3128,87
192,hybrid,3129,88
192,hash_only,3129,1
192,lattice_only,3129,91
192,hybrid,3130,91
192,hash_only,3130,1
192,lattice_only,3130,84
192,hybrid,3131,112
192,hash_only,3131,1
192,lattice_only,3131,84
192,hybrid,3132,89
192,hash_only,3132,1
192,lattice_only,3132,86
192,hybrid,3133,88
192,hash_only,3133,1
192,lattice_only,3133,86
192,hybrid,3134,91
192,hash_only,3134,1
192,lattice_only,3134,109
192,hybrid,3135,91
192,hash_only,3135,1
192,lattice_only,3135,105
192,hybrid,3136,92
192,hash_only,3136,1
192,lattice_only,3136,84
192,hybrid,3137,88
192,hash_only,3137,1
192,lattice_only,3137,84
192,hybrid,3138,91
192,hash_only,3138,1
192,lattice_only,3138,83
192,hybrid,3139,94
192,hash_only,3139,1
192,lattice_only,3139,83
192,hybrid,3140,91
192,hash_only,3140,1
192,lattice_only,3140,105
192,hybrid,3141,89
192,hash_only,3141,1
192,lattice_only,3141,84
192,hybrid,3142,89
192,hash_only,3142,1
192,lattice_only,3142,87
192,hybrid,3143,91
192,hash_only,3143,1
192,lattice_only,3143,87
192,hybrid,3144,93
192,hash_only,3144,1
192,lattice_only,3144,83
192,hybrid,3145,112
192,hash_only,3145,1
192,lattice_only,3145,88
192,hybrid,3146,89
192,hash_only,3146,1
192,lattice_only,3146,87
192,hybrid,3147,88
192,hash_only,3147,1
192,lattice_only,3147,86
192,hybrid,3148,88
192,hash_only,3148,1
192,lattice_only,3148,91
192,hybrid,3149,90
192,hash_only,3149,1
192,lattice_only,3149,108
192,hybrid,3150,89
192,hash_only,3150,1
192,lattice_only,3150,86
192,hybrid,3151,89
192,hash_only,3151,1
192,lattice_only,3151,84
192,hybrid,3152,88
192,hash_only,3152,1
192,lattice_only,3152,83
192,hybrid,3153,91
192,hash_only,3153,1
192,lattice_only,3153,83
192,hybrid,3154,88
192,hash_only,3154,1
192,lattice_only,3154,105
192,hybrid,3155,89
192,hash_only,3155,1
192,lattice_only,3155,84
192,hybrid,3156,92
192,hash_only,3156,1
192,lattice_only,3156,87
192,hybrid,3157,90
192,hash_only,3157,1
192,lattice_only,3157,83
192,hybrid,3158,93
192,hash_only,3158,1
192,lattice_only,3158,86
192,hybrid,3159,91
192,hash_only,3159,2
192,lattice_only,3159,84
192,hybrid,3160,89
192,hash_only,3160,1
192,lattice_only,3160,87
192,hybrid,3161,91
192,hash_only,3161,1
192,lattice_only,3161,86
192,hybrid,3162,90
192,hash_only,3162,1
192,lattice_only,3162,83
192,hybrid,3163,93
192,hash_only,3163,1
192,lattice_only,3163,119
192,hybrid,3164,112
192,hash_only,3164,1
192,lattice_only,3164,88
192,hybrid,3165,88
192,hash_only,3165,1
192,lattice_only,3165,83
192,hybrid,3166,92
192,hash_only,3166,1
192,lattice_only,3166,85
192,hybrid,3167,88
192,hash_only,3167,1
192,lattice_only,3167,91
192,hybrid,3168,88
192,hash_only,3168,1
192,lattice_only,3168,106
192,hybrid,3169,89
192,hash_only,3169,1
192,lattice_only,3169,84
192,hybrid,3170,88
192,hash_only,3170,1
192,lattice_only,3170,84
192,hybrid,3171,91
192,hash_only,3171,1
192,lattice_only,3171,83
192,hybrid,3172,88
192,hash_only,3172,1
192,lattice_only,3172,88
192,hybrid,3173,92
192,hash_only,3173,1
192,lattice_only,3173,107
192,hybrid,3174,90
192,hash_only,3174,1
192,lattice_only,3174,85
192,hybrid,3175,88
192,hash_only,3175,1
192,lattice_only,3175,87
192,hybrid,3176,88
192,hash_only,3176,1
192,lattice_only,3176,83
192,hybrid,3177,94
192,hash_only,3177,1
192,lattice_only,3177,83
192,hybrid,3178,112
192,hash_only,3178,1
192,lattice_only,3178,84
192,hybrid,3179,89
192,hash_only,3179,1
192,lattice_only,3179,84
192,hybrid,3180,88
192,hash_only,3180,1
192,lattice_only,3180,83
192,hybrid,3181,88
192,hash_only,3181,1
192,lattice_only,3181,86
192,hybrid,3182,93
192,hash_only,3182,1
192,lattice_only,3182,122
192,hybrid,3183,113
192,hash_only,3183,1
192,lattice_only,3183,84
192,hybrid,3184,88
192,hash_only,3184,1
192,lattice_only,3184,83
192,hybrid,3185,91
192,hash_only,3185,1
192,lattice_only,3185,83
192,hybrid,3186,88
192,hash_only,3186,1
192,lattice_only,3186,92
192,hybrid,3187,88
192,hash_only,3187,1
192,lattice_only,3187,106
192,hybrid,3188,89
192,hash_only,3188,1
192,lattice_only,3188,87
192,hybrid,3189,90
192,hash_only,3189,1
192,lattice_only,3189,84
192,hybrid,3190,88
192,hash_only,3190,1
192,lattice_only,3190,83
192,hybrid,3191,96
192,hash_only,3191,1
192,lattice_only,3191,83
192,hybrid,3192,88
192,hash_only,3192,1
192,lattice_only,3192,105
192,hybrid,3193,89
192,hash_only,3193,1
192,lattice_only,3193,84
192,hybrid,3194,96
192,hash_only,3194,1
192,lattice_only,3194,92
192,hybrid,3195,88
192,hash_only,3195,1
192,lattice_only,3195,83
192,hybrid,3196,109
192,hash_only,3196,1
192,lattice_only,3196,83
192,hybrid,3197,112
192,hash_only,3197,1
192,lattice_only,3197,86
192,hybrid,3198,89
192,hash_only,3198,1
192,lattice_only,3198,83
192,hybrid,3199,88
192,hash_only,3199,1
192,lattice_only,3199,83
192,hybrid,3200,88
192,hash_only,3200,1
192,lattice_only,3200,88
192,hybrid,3201,88
192,hash_only,3201,1
192,lattice_only,3201,143
192,hybrid,3202,111
192,hash_only,3202,3
192,lattice_only,3202,121
192,hybrid,3203,137
192,hash_only,3203,3
192,lattice_only,3203,122
192,hybrid,3204,90
192,hash_only,3204,1
192,lattice_only,3204,138
192,hybrid,3205,169
192,hash_only,3205,3
192,lattice_only,3205,135
192,hybrid,3206,140
192,hash_only,3206,2
192,lattice_only,3206,131
192,hybrid,3207,136
192,hash_only,3207,2
192,lattice_only,3207,134
192,hybrid,3208,139
192,hash_only,3208,32
192,lattice_only,3208,112
192,hybrid,3209,93
192,hash_only,3209,1
192,lattice_only,3209,87
192,hybrid,3210,88
192,hash_only,3210,1
192,lattice_only,3210,86
192,hybrid,3211,91
192,hash_only,3211,1
192,lattice_only,3211,89
192,hybrid,3212,88
192,hash_only,3212,1
192,lattice_only,3212,83
192,hybrid,3213,114
192,hash_only,3213,1
192,lattice_only,3213,88
192,hybrid,3214,90
192,hash_only,3214,1
192,lattice_only,3214,84
192,hybrid,3215,88
192,hash_only,3215,1
192,lattice_only,3215,84
192,hybrid,3216,92
192,hash_only,3216,1
192,lattice_only,3216,89
192,hybrid,3217,88
192,hash_only,3217,1
192,lattice_only,3217,89
192,hybrid,3218,91
192,hash_only,3218,1
192,lattice_only,3218,86
192,hybrid,3219,88
192,hash_only,3219,1
192,lattice_only,3219,84
192,hybrid,3220,91
192,hash_only,3220,1
192,lattice_only,3220,83
192,hybrid,3221,93
192,hash_only,3221,1
192,lattice_only,3221,86
192,hybrid,3222,126
192,hash_only,3222,1
192,lattice_only,3222,84
192,hybrid,3223,91
192,hash_only,3223,1
192,lattice_only,3223,84
192,hybrid,3224,91
192,hash_only,3224,1
192,lattice_only,3224,86
192,hybrid,3225,91
192,hash_only,3225,1
192,lattice_only,3225,89
192,hybrid,3226,91
192,hash_only,3226,1
192,lattice_only,3226,107
192,hybrid,3227,89
192,hash_only,3227,1
192,lattice_only,3227,84
192,hybrid,3228,90
192,hash_only,3228,1
192,lattice_only,3228,87
192,hybrid,3229,88
192,hash_only,3229,1
192,lattice_only,3229,84
192,hybrid,3230,88
192,hash_only,3230,1
192,lattice_only,3230,86
192,hybrid,3231,91
192,hash_only,3231,1
192,lattice_only,3231,110
192,hybrid,3232,92
192,hash_only,3232,1
192,lattice_only,3232,86
192,hybrid,3233,92
192,hash_only,3233,1
192,lattice_only,3233,84
192,hybrid,3234,88
192,hash_only,3234,1
192,lattice_only,3234,86
192,hybrid,3235,93
192,hash_only,3235,1
192,lattice_only,3235,87
192,hybrid,3236,155
192,hash_only,3236,1
192,lattice_only,3236,84
192,hybrid,3237,92
192,hash_only,3237,1
192,lattice_only,3237,87
192,hybrid,3238,88
192,hash_only,3238,1
192,lattice_only,3238,84
192,hybrid,3239,91
192,hash_only,3239,1
192,lattice_only,3239,88
192,hybrid,3240,88
192,hash_only,3240,1
192,lattice_only,3240,83
192,hybrid,3241,112
192,hash_only,3241,1
192,lattice_only,3241,88
192,hybrid,3242,91
192,hash_only,3242,1
192,lattice_only,3242,84
192,hybrid,3243,88
192,hash_only,3243,1
192,lattice_only,3243,83
192,hybrid,3244,88
192,hash_only,3244,1
192,lattice_only,3244,89
192,hybrid,3245,88
192,hash_only,3245,1
192,lattice_only,3245,105
192,hybrid,3246,89
192,hash_only,3246,1
192,lattice_only,3246,84
192,hybrid,3247,92
192,hash_only,3247,1
192,lattice_only,3247,84
192,hybrid,3248,88
192,hash_only,3248,1
192,lattice_only,3248,83
192,hybrid,3249,96
192,hash_only,3249,1
