n,q,sigma,scheme,trial,latency_us
512,12289,6,lattice_only,543,540
512,12289,6,hybrid,544,559
512,12289,6,lattice_only,544,520
512,12289,6,hybrid,545,550
512,12289,6,lattice_only,545,547
512,12289,6,hybrid,546,628
512,12289,6,lattice_only,546,556
512,12289,6,hybrid,547,547
512,12289,6,lattice_only,547,551
512,12289,6,hybrid,548,532
512,12289,6,lattice_only,548,566
512,12289,6,hybrid,549,532
512,12289,6,lattice_only,549,585
512,12289,6,hybrid,550,574
512,12289,6,lattice_only,550,513
512,12289,6,hybrid,551,586
512,12289,6,lattice_only,551,521
512,12289,6,hybrid,552,574
512,12289,6,lattice_only,552,520
512,12289,6,hybrid,553,590
512,12289,6,lattice_only,553,549
512,12289,6,hybrid,554,550
512,12289,6,lattice_only,554,544
512,12289,6,hybrid,555,548
512,12289,6,lattice_only,555,538
512,12289,6,hybrid,556,536
512,12289,6,lattice_only,556,582
512,12289,6,hybrid,557,575
512,12289,6,lattice_only,557,514
512,12289,6,hybrid,558,560
512,12289,6,lattice_only,558,513
512,12289,6,hybrid,559,552
512,12289,6,lattice_only,559,523
512,12289,6,hybrid,560,602
512,12289,6,lattice_only,560,559
512,12289,6,hybrid,561,550
512,12289,6,lattice_only,561,542
512,12289,6,hybrid,562,535
512,12289,6,lattice_only,562,569
512,12289,6,hybrid,563,552
512,12289,6,lattice_only,563,579
512,12289,6,hybrid,564,559
512,12289,6,lattice_only,564,515
512,12289,6,hybrid,565,557
512,12289,6,lattice_only,565,545
512,12289,6,hybrid,566,563
512,12289,6,lattice_only,566,531
512,12289,6,hybrid,567,604
512,12289,6,lattice_only,567,549
512,12289,6,hybrid,568,530
512,12289,6,lattice_only,568,578
512,12289,6,hybrid,569,533
512,12289,6,lattice_only,569,537
512,12289,6,hybrid,570,544
512,12289,6,lattice_only,570,573
512,12289,6,hybrid,571,562
512,12289,6,lattice_only,571,533
512,12289,6,hybrid,572,578
512,12289,6,lattice_only,572,545
512,12289,6,hybrid,573,577
512,12289,6,lattice_only,573,522
512,12289,6,hybrid,574,604
512,12289,6,lattice_only,574,550
512,12289,6,hybrid,575,553
512,12289,6,lattice_only,575,567
512,12289,6,hybrid,576,532
512,12289,6,lattice_only,576,575
512,12289,6,hybrid,577,538
512,12289,6,lattice_only,577,597
512,12289,6,hybrid,578,569
512,12289,6,lattice_only,578,521
512,12289,6,hybrid,579,565
512,12289,6,lattice_only,579,519
512,12289,6,hybrid,580,570
512,12289,6,lattice_only,580,532
512,12289,6,hybrid,581,596
512,12289,6,lattice_only,581,547
512,12289,6,hybrid,582,556
512,12289,6,lattice_only,582,551
512,12289,6,hybrid,583,534
512,12289,6,lattice_only,583,540
512,12289,6,hybrid,584,532
512,12289,6,lattice_only,584,576
512,12289,6,hybrid,585,560
512,12289,6,lattice_only,585,537
512,12289,6,hybrid,586,558
512,12289,6,lattice_only,586,519
512,12289,6,hybrid,587,556
512,12289,6,lattice_only,587,523
512,12289,6,hybrid,588,592
512,12289,6,lattice_only,588,558
512,12289,6,hybrid,589,526
512,12289,6,lattice_only,589,546
512,12289,6,hybrid,590,526
512,12289,6,lattice_only,590,572
512,12289,6,hybrid,591,539
512,12289,6,lattice_only,591,588
512,12289,6,hybrid,592,564
512,12289,6,lattice_only,592,538
512,12289,6,hybrid,593,568
512,12289,6,lattice_only,593,514
512,12289,6,hybrid,594,600
512,12289,6,lattice_only,594,531
512,12289,6,hybrid,595,621
512,12289,6,lattice_only,595,548
512,12289,6,hybrid,596,528
512,12289,6,lattice_only,596,555
512,12289,6,hybrid,597,532
512,12289,6,lattice_only,597,544
512,12289,6,hybrid,598,546
512,12289,6,lattice_only,598,582
512,12289,6,hybrid,599,572
512,12289,6,lattice_only,599,541
512,12289,6,hybrid,600,574
512,12289,6,lattice_only,600,543
512,12289,6,hybrid,601,582
512,12289,6,lattice_only,601,530
512,12289,6,hybrid,602,598
512,12289,6,lattice_only,602,556
512,12289,6,hybrid,603,526
512,12289,6,lattice_only,603,552
512,12289,6,hybrid,604,545
512,12289,6,lattice_only,604,541
512,12289,6,hybrid,605,542
512,12289,6,lattice_only,605,574
512,12289,6,hybrid,606,576
512,12289,6,lattice_only,606,538
512,12289,6,hybrid,607,556
512,12289,6,lattice_only,607,537
512,12289,6,hybrid,608,572
512,12289,6,lattice_only,608,539
512,12289,6,hybrid,609,586
512,12289,6,lattice_only,609,549
512,12289,6,hybrid,610,550
512,12289,6,lattice_only,610,561
512,12289,6,hybrid,611,532
512,12289,6,lattice_only,611,563
512,12289,6,hybrid,612,556
512,12289,6,lattice_only,612,577
512,12289,6,hybrid,613,559
512,12289,6,lattice_only,613,514
512,12289,6,hybrid,614,570
512,12289,6,lattice_only,614,539
512,12289,6,hybrid,615,578
512,12289,6,lattice_only,615,533
512,12289,6,hybrid,616,593
512,12289,6,lattice_only,616,562
512,12289,6,hybrid,617,551
512,12289,6,lattice_only,617,548
512,12289,6,hybrid,618,546
512,12289,6,lattice_only,618,540
512,12289,6,hybrid,619,535
512,12289,6,lattice_only,619,574
512,12289,6,hybrid,620,560
512,12289,6,lattice_only,620,538
512,12289,6,hybrid,621,557
512,12289,6,lattice_only,621,520
512,12289,6,hybrid,622,556
512,12289,6,lattice_only,622,522
512,12289,6,hybrid,623,599
512,12289,6,lattice_only,623,565
512,12289,6,hybrid,624,526
512,12289,6,lattice_only,624,551
512,12289,6,hybrid,625,556
512,12289,6,lattice_only,625,543
512,12289,6,hybrid,626,532
512,12289,6,lattice_only,626,602
512,12289,6,hybrid,627,566
512,12289,6,lattice_only,627,537
512,12289,6,hybrid,628,575
512,12289,6,lattice_only,628,521
512,12289,6,hybrid,629,549
512,12289,6,lattice_only,629,528
512,12289,6,hybrid,630,590
512,12289,6,lattice_only,630,551
512,12289,6,hybrid,631,526
512,12289,6,lattice_only,631,559
512,12289,6,hybrid,632,533
512,12289,6,lattice_only,632,537
512,12289,6,hybrid,633,545
512,12289,6,lattice_only,633,597
512,12289,6,hybrid,634,560
512,12289,6,lattice_only,634,528
512,12289,6,hybrid,635,565
512,12289,6,lattice_only,635,514
512,12289,6,hybrid,636,559
512,12289,6,lattice_only,636,535
512,12289,6,hybrid,637,586
512,12289,6,lattice_only,637,519
512,12289,6,hybrid,638,576
512,12289,6,lattice_only,638,593
512,12289,6,hybrid,639,533
512,12289,6,lattice_only,639,546
512,12289,6,hybrid,640,545
512,12289,6,lattice_only,640,583
512,12289,6,hybrid,641,558
512,12289,6,lattice_only,641,514
512,12289,6,hybrid,642,567
512,12289,6,lattice_only,642,513
512,12289,6,hybrid,643,557
512,12289,6,lattice_only,643,526
512,12289,6,hybrid,644,603
512,12289,6,lattice_only,644,529
512,12289,6,hybrid,645,552
512,12289,6,lattice_only,645,559
512,12289,6,hybrid,646,526
512,12289,6,lattice_only,646,572
512,12289,6,hybrid,647,533
512,12289,6,lattice_only,647,575
512,12289,6,hybrid,648,534
512,12289,6,lattice_only,648,539
512,12289,6,hybrid,649,577
512,12289,6,lattice_only,649,514
512,12289,6,hybrid,650,556
512,12289,6,lattice_only,650,534
512,12289,6,hybrid,651,551
512,12289,6,lattice_only,651,559
512,12289,6,hybrid,652,580
512,12289,6,lattice_only,652,569
512,12289,6,hybrid,653,525
512,12289,6,lattice_only,653,547
512,12289,6,hybrid,654,555
512,12289,6,lattice_only,654,552
512,12289,6,hybrid,655,533
512,12289,6,lattice_only,655,540
512,12289,6,hybrid,656,558
512,12289,6,lattice_only,656,534
512,12289,6,hybrid,657,573
512,12289,6,lattice_only,657,540
512,12289,6,hybrid,658,632
512,12289,6,lattice_only,658,522
512,12289,6,hybrid,659,553
512,12289,6,lattice_only,659,566
512,12289,6,hybrid,660,540
512,12289,6,lattice_only,660,549
512,12289,6,hybrid,661,537
512,12289,6,lattice_only,661,539
512,12289,6,hybrid,662,545
512,12289,6,lattice_only,662,540
512,12289,6,hybrid,663,570
512,12289,6,lattice_only,663,516
512,12289,6,hybrid,664,580
512,12289,6,lattice_only,664,533
512,12289,6,hybrid,665,585
512,12289,6,lattice_only,665,545
512,12289,6,hybrid,666,562
512,12289,6,lattice_only,666,580
512,12289,6,hybrid,667,526
512,12289,6,lattice_only,667,546
512,12289,6,hybrid,668,569
512,12289,6,lattice_only,668,580
512,12289,6,hybrid,669,533
512,12289,6,lattice_only,669,514
512,12289,6,hybrid,670,556
512,12289,6,lattice_only,670,537
512,12289,6,hybrid,671,560
512,12289,6,lattice_only,671,522
512,12289,6,hybrid,672,586
512,12289,6,lattice_only,672,522
512,12289,6,hybrid,673,553
512,12289,6,lattice_only,673,563
512,12289,6,hybrid,674,525
512,12289,6,lattice_only,674,543
512,12289,6,hybrid,675,551
512,12289,6,lattice_only,675,538
512,12289,6,hybrid,676,569
512,12289,6,lattice_only,676,565
512,12289,6,hybrid,677,588
512,12289,6,lattice_only,677,538
512,12289,6,hybrid,678,581
512,12289,6,lattice_only,678,534
512,12289,6,hybrid,679,604
512,12289,6,lattice_only,679,525
512,12289,6,hybrid,680,552
512,12289,6,lattice_only,680,548
512,12289,6,hybrid,681,526
512,12289,6,lattice_only,681,563
512,12289,6,hybrid,682,552
512,12289,6,lattice_only,682,538
512,12289,6,hybrid,683,542
512,12289,6,lattice_only,683,555
512,12289,6,hybrid,684,579
512,12289,6,lattice_only,684,513
512,12289,6,hybrid,685,558
512,12289,6,lattice_only,685,545
512,12289,6,hybrid,686,605
512,12289,6,lattice_only,686,525
512,12289,6,hybrid,687,554
512,12289,6,lattice_only,687,553
512,12289,6,hybrid,688,527
512,12289,6,lattice_only,688,548
512,12289,6,hybrid,689,550
512,12289,6,lattice_only,689,537
512,12289,6,hybrid,690,572
512,12289,6,lattice_only,690,539
512,12289,6,hybrid,691,577
512,12289,6,lattice_only,691,537
512,12289,6,hybrid,692,579
512,12289,6,lattice_only,692,537
512,12289,6,hybrid,693,610
512,12289,6,lattice_only,693,539
512,12289,6,hybrid,694,553
512,12289,6,lattice_only,694,565
512,12289,6,hybrid,695,552
512,12289,6,lattice_only,695,544
512,12289,6,hybrid,696,542
512,12289,6,lattice_only,696,597
512,12289,6,hybrid,697,540
512,12289,6,lattice_only,697,539
512,12289,6,hybrid,698,572
512,12289,6,lattice_only,698,514
512,12289,6,hybrid,699,565
512,12289,6,lattice_only,699,529
512,12289,6,hybrid,700,588
512,12289,6,lattice_only,700,520
512,12289,6,hybrid,701,554
512,12289,6,lattice_only,701,546
512,12289,6,hybrid,702,527
512,12289,6,lattice_only,702,583
512,12289,6,hybrid,703,548
512,12289,6,lattice_only,703,545
512,12289,6,hybrid,704,555
512,12289,6,lattice_only,704,539
512,12289,6,hybrid,705,573
512,12289,6,lattice_only,705,514
512,12289,6,hybrid,706,580
512,12289,6,lattice_only,706,538
512,12289,6,hybrid,707,554
512,12289,6,lattice_only,707,530
512,12289,6,hybrid,708,578
512,12289,6,lattice_only,708,560
512,12289,6,hybrid,709,539
512,12289,6,lattice_only,709,551
512,12289,6,hybrid,710,547
512,12289,6,lattice_only,710,588
512,12289,6,hybrid,711,535
512,12289,6,lattice_only,711,563
512,12289,6,hybrid,712,560
512,12289,6,lattice_only,712,532
512,12289,6,hybrid,713,562
512,12289,6,lattice_only,713,522
512,12289,6,hybrid,714,551
512,12289,6,lattice_only,714,525
512,12289,6,hybrid,715,574
512,12289,6,lattice_only,715,545
512,12289,6,hybrid,716,551
512,12289,6,lattice_only,716,553
512,12289,6,hybrid,717,550
512,12289,6,lattice_only,717,594
512,12289,6,hybrid,718,533
512,12289,6,lattice_only,718,560
512,12289,6,hybrid,719,584
512,12289,6,lattice_only,719,534
512,12289,6,hybrid,720,584
512,12289,6,lattice_only,720,543
512,12289,6,hybrid,721,592
512,12289,6,lattice_only,721,559
512,12289,6,hybrid,722,526
512,12289,6,lattice_only,722,544
512,12289,6,hybrid,723,525
512,12289,6,lattice_only,723,547
512,12289,6,hybrid,724,543
512,12289,6,lattice_only,724,590
512,12289,6,hybrid,725,533
512,12289,6,lattice_only,725,539
512,12289,6,hybrid,726,559
512,12289,6,lattice_only,726,513
512,12289,6,hybrid,727,558
512,12289,6,lattice_only,727,520
512,12289,6,hybrid,728,549
512,12289,6,lattice_only,728,561
512,12289,6,hybrid,729,576
512,12289,6,lattice_only,729,564
512,12289,6,hybrid,730,525
512,12289,6,lattice_only,730,545
512,12289,6,hybrid,731,545
512,12289,6,lattice_only,731,538
512,12289,6,hybrid,732,589
512,12289,6,lattice_only,732,554
512,12289,6,hybrid,733,576
512,12289,6,lattice_only,733,537
512,12289,6,hybrid,734,566
512,12289,6,lattice_only,734,542
512,12289,6,hybrid,735,551
512,12289,6,lattice_only,735,523
512,12289,6,hybrid,736,554
512,12289,6,lattice_only,736,571
512,12289,6,hybrid,737,551
512,12289,6,lattice_only,737,548
512,12289,6,hybrid,738,561
512,12289,6,lattice_only,738,598
512,12289,6,hybrid,739,585
512,12289,6,lattice_only,739,514
512,12289,6,hybrid,740,565
512,12289,6,lattice_only,740,533
512,12289,6,hybrid,741,584
512,12289,6,lattice_only,741,520
512,12289,6,hybrid,742,606
512,12289,6,lattice_only,742,545
512,12289,6,hybrid,743,540
512,12289,6,lattice_only,743,546
512,12289,6,hybrid,744,528
512,12289,6,lattice_only,744,561
512,12289,6,hybrid,745,544
512,12289,6,lattice_only,745,575
512,12289,6,hybrid,746,533
512,12289,6,lattice_only,746,560
512,12289,6,hybrid,747,556
512,12289,6,lattice_only,747,538
512,12289,6,hybrid,748,572
512,12289,6,lattice_only,748,533
512,12289,6,hybrid,749,591
512,12289,6,lattice_only,749,540
512,12289,6,hybrid,750,550
512,12289,6,lattice_only,750,562
512,12289,6,hybrid,751,555
512,12289,6,lattice_only,751,562
512,12289,6,hybrid,752,533
512,12289,6,lattice_only,752,583
512,12289,6,hybrid,753,583
512,12289,6,lattice_only,753,514
512,12289,6,hybrid,754,557
512,12289,6,lattice_only,754,542
512,12289,6,hybrid,755,574
512,12289,6,lattice_only,755,542
512,12289,6,hybrid,756,588
512,12289,6,lattice_only,756,546
512,12289,6,hybrid,757,551
512,12289,6,lattice_only,757,549
512,12289,6,hybrid,758,532
512,12289,6,lattice_only,758,602
512,12289,6,hybrid,759,534
512,12289,6,lattice_only,759,579
512,12289,6,hybrid,760,569
512,12289,6,lattice_only,760,514
512,12289,6,hybrid,761,575
512,12289,6,lattice_only,761,519
512,12289,6,hybrid,762,572
512,12289,6,lattice_only,762,543
512,12289,6,hybrid,763,601
512,12289,6,lattice_only,763,556
512,12289,6,hybrid,764,527
512,12289,6,lattice_only,764,549
512,12289,6,hybrid,765,532
512,12289,6,lattice_only,765,551
512,12289,6,hybrid,766,557
512,12289,6,lattice_only,766,578
512,12289,6,hybrid,767,564
512,12289,6,lattice_only,767,528
512,12289,6,hybrid,768,561
512,12289,6,lattice_only,768,533
512,12289,6,hybrid,769,577
512,12289,6,lattice_only,769,527
512,12289,6,hybrid,770,592
512,12289,6,lattice_only,770,548
512,12289,6,hybrid,771,550
512,12289,6,lattice_only,771,549
512,12289,6,hybrid,772,546
512,12289,6,lattice_only,772,539
512,12289,6,hybrid,773,565
512,12289,6,lattice_only,773,576
512,12289,6,hybrid,774,576
512,12289,6,lattice_only,774,514
512,12289,6,hybrid,775,564
512,12289,6,lattice_only,775,538
512,12289,6,hybrid,776,569
512,12289,6,lattice_only,776,519
512,12289,6,hybrid,777,594
512,12289,6,lattice_only,777,545
512,12289,6,hybrid,778,540
512,12289,6,lattice_only,778,549
512,12289,6,hybrid,779,548
512,12289,6,lattice_only,779,562
512,12289,6,hybrid,780,539
512,12289,6,lattice_only,780,580
512,12289,6,hybrid,781,562
512,12289,6,lattice_only,781,513
512,12289,6,hybrid,782,572
512,12289,6,lattice_only,782,540
512,12289,6,hybrid,783,550
512,12289,6,lattice_only,783,528
512,12289,6,hybrid,784,585
512,12289,6,lattice_only,784,549
512,12289,6,hybrid,785,552
512,12289,6,lattice_only,785,548
512,12289,6,hybrid,786,555
512,12289,6,lattice_only,786,562
512,12289,6,hybrid,787,540
512,12289,6,lattice_only,787,577
512,12289,6,hybrid,788,561
512,12289,6,lattice_only,788,527
512,12289,6,hybrid,789,556
512,12289,6,lattice_only,789,513
512,12289,6,hybrid,790,575
512,12289,6,lattice_only,790,544
512,12289,6,hybrid,791,610
512,12289,6,lattice_only,791,566
512,12289,6,hybrid,792,552
512,12289,6,lattice_only,792,551
512,12289,6,hybrid,793,532
512,12289,6,lattice_only,793,567
512,12289,6,hybrid,794,553
512,12289,6,lattice_only,794,577
512,12289,6,hybrid,795,559
512,12289,6,lattice_only,795,527
512,12289,6,hybrid,796,557
512,12289,6,lattice_only,796,518
512,12289,6,hybrid,797,583
512,12289,6,lattice_only,797,543
512,12289,6,hybrid,798,604
512,12289,6,lattice_only,798,555
512,12289,6,hybrid,799,527
512,12289,6,lattice_only,799,551
512,12289,6,hybrid,800,536
512,12289,6,lattice_only,800,558
512,12289,6,hybrid,801,547
512,12289,6,lattice_only,801,576
512,12289,6,hybrid,802,569
512,12289,6,lattice_only,802,513
512,12289,6,hybrid,803,581
512,12289,6,lattice_only,803,520
512,12289,6,hybrid,804,564
512,12289,6,lattice_only,804,520
512,12289,6,hybrid,805,605
512,12289,6,lattice_only,805,570
512,12289,6,hybrid,806,529
512,12289,6,lattice_only,806,556
512,12289,6,hybrid,807,534
512,12289,6,lattice_only,807,539
512,12289,6,hybrid,808,567
512,12289,6,lattice_only,808,597
512,12289,6,hybrid,809,577
512,12289,6,lattice_only,809,537
512,12289,6,hybrid,810,559
512,12289,6,lattice_only,810,538
512,12289,6,hybrid,811,578
512,12289,6,lattice_only,811,523
512,12289,6,hybrid,812,610
512,12289,6,lattice_only,812,547
512,12289,6,hybrid,813,527
512,12289,6,lattice_only,813,563
512,12289,6,hybrid,814,660
512,12289,6,lattice_only,814,594
512,12289,6,hybrid,815,594
512,12289,6,lattice_only,815,596
512,12289,6,hybrid,816,578
512,12289,6,lattice_only,816,528
512,12289,6,hybrid,817,583
512,12289,6,lattice_only,817,572
512,12289,6,hybrid,818,559
512,12289,6,lattice_only,818,572
512,12289,6,hybrid,819,583
512,12289,6,lattice_only,819,549
512,12289,6,hybrid,820,573
512,12289,6,lattice_only,820,540
512,12289,6,hybrid,821,564
512,12289,6,lattice_only,821,515
512,12289,6,hybrid,822,573
512,12289,6,lattice_only,822,584
512,12289,6,hybrid,823,562
512,12289,6,lattice_only,823,549
512,12289,6,hybrid,824,549
512,12289,6,lattice_only,824,548
512,12289,6,hybrid,825,571
512,12289,6,lattice_only,825,612
512,12289,6,hybrid,826,537
512,12289,6,lattice_only,826,556
512,12289,6,hybrid,827,583
512,12289,6,lattice_only,827,539
512,12289,6,hybrid,828,582
512,12289,6,lattice_only,828,528
512,12289,6,hybrid,829,588
512,12289,6,lattice_only,829,571
512,12289,6,hybrid,830,528
512,12289,6,lattice_only,830,550
512,12289,6,hybrid,831,527
512,12289,6,lattice_only,831,570
512,12289,6,hybrid,832,549
512,12289,6,lattice_only,832,583
512,12289,6,hybrid,833,584
512,12289,6,lattice_only,833,538
512,12289,6,hybrid,834,583
512,12289,6,lattice_only,834,523
512,12289,6,hybrid,835,555
512,12289,6,lattice_only,835,520
512,12289,6,hybrid,836,601
512,12289,6,lattice_only,836,567
512,12289,6,hybrid,837,526
512,12289,6,lattice_only,837,553
512,12289,6,hybrid,838,532
512,12289,6,lattice_only,838,562
512,12289,6,hybrid,839,538
512,12289,6,lattice_only,839,621
512,12289,6,hybrid,840,623
512,12289,6,lattice_only,840,531
512,12289,6,hybrid,841,576
512,12289,6,lattice_only,841,525
512,12289,6,hybrid,842,578
512,12289,6,lattice_only,842,568
512,12289,6,hybrid,843,607
512,12289,6,lattice_only,843,557
512,12289,6,hybrid,844,533
512,12289,6,lattice_only,844,539
512,12289,6,hybrid,845,564
512,12289,6,lattice_only,845,545
512,12289,6,hybrid,846,558
512,12289,6,lattice_only,846,578
512,12289,6,hybrid,847,564
512,12289,6,lattice_only,847,538
512,12289,6,hybrid,848,576
512,12289,6,lattice_only,848,531
512,12289,6,hybrid,849,529
512,12289,6,lattice_only,849,572
512,12289,6,hybrid,850,574
512,12289,6,lattice_only,850,542
512,12289,6,hybrid,851,544
512,12289,6,lattice_only,851,540
512,12289,6,hybrid,852,536
512,12289,6,lattice_only,852,567
512,12289,6,hybrid,853,564
512,12289,6,lattice_only,853,554
512,12289,6,hybrid,854,565
512,12289,6,lattice_only,854,521
512,12289,6,hybrid,855,552
512,12289,6,lattice_only,855,535
512,12289,6,hybrid,856,578
512,12289,6,lattice_only,856,555
512,12289,6,hybrid,857,584
512,12289,6,lattice_only,857,553
512,12289,6,hybrid,858,550
512,12289,6,lattice_only,858,561
512,12289,6,hybrid,859,557
512,12289,6,lattice_only,859,547
512,12289,6,hybrid,860,560
512,12289,6,lattice_only,860,553
512,12289,6,hybrid,861,559
512,12289,6,lattice_only,861,523
512,12289,6,hybrid,862,557
512,12289,6,lattice_only,862,535
512,12289,6,hybrid,863,545
512,12289,6,lattice_only,863,558
512,12289,6,hybrid,864,594
512,12289,6,lattice_only,864,560
512,12289,6,hybrid,865,563
512,12289,6,lattice_only,865,564
512,12289,6,hybrid,866,560
512,12289,6,lattice_only,866,545
512,12289,6,hybrid,867,562
512,12289,6,lattice_only,867,573
512,12289,6,hybrid,868,558
512,12289,6,lattice_only,868,531
512,12289,6,hybrid,869,552
512,12289,6,lattice_only,869,581
512,12289,6,hybrid,870,529
512,12289,6,lattice_only,870,568
512,12289,6,hybrid,871,582
512,12289,6,lattice_only,871,544
512,12289,6,hybrid,872,538
512,12289,6,lattice_only,872,541
512,12289,6,hybrid,873,570
512,12289,6,lattice_only,873,537
512,12289,6,hybrid,874,580
512,12289,6,lattice_only,874,590
512,12289,6,hybrid,875,571
512,12289,6,lattice_only,875,567
512,12289,6,hybrid,876,527
512,12289,6,lattice_only,876,543
512,12289,6,hybrid,877,541
512,12289,6,lattice_only,877,559
512,12289,6,hybrid,878,572
512,12289,6,lattice_only,878,572
512,12289,6,hybrid,879,561
512,12289,6,lattice_only,879,540
512,12289,6,hybrid,880,572
512,12289,6,lattice_only,880,546
512,12289,6,hybrid,881,561
512,12289,6,lattice_only,881,530
512,12289,6,hybrid,882,563
512,12289,6,lattice_only,882,567
512,12289,6,hybrid,883,547
512,12289,6,lattice_only,883,573
512,12289,6,hybrid,884,533
512,12289,6,lattice_only,884,597
512,12289,6,hybrid,885,563
512,12289,6,lattice_only,885,540
512,12289,6,hybrid,886,586
512,12289,6,lattice_only,886,514
512,12289,6,hybrid,887,582
512,12289,6,lattice_only,887,525
512,12289,6,hybrid,888,613
512,12289,6,lattice_only,888,558
512,12289,6,hybrid,889,550
512,12289,6,lattice_only,889,573
512,12289,6,hybrid,890,534
512,12289,6,lattice_only,890,569
512,12289,6,hybrid,891,554
512,12289,6,lattice_only,891,581
512,12289,6,hybrid,892,600
512,12289,6,lattice_only,892,551
512,12289,6,hybrid,893,573
512,12289,6,lattice_only,893,538
512,12289,6,hybrid,894,567
512,12289,6,lattice_only,894,571
512,12289,6,hybrid,895,569
512,12289,6,lattice_only,895,550
512,12289,6,hybrid,896,554
512,12289,6,lattice_only,896,564
512,12289,6,hybrid,897,541
512,12289,6,lattice_only,897,556
512,12289,6,hybrid,898,561
512,12289,6,lattice_only,898,572
512,12289,6,hybrid,899,579
512,12289,6,lattice_only,899,527
512,12289,6,hybrid,900,575
512,12289,6,lattice_only,900,539
512,12289,6,hybrid,901,575
512,12289,6,lattice_only,901,554
512,12289,6,hybrid,902,563
512,12289,6,lattice_only,902,571
512,12289,6,hybrid,903,554
512,12289,6,lattice_only,903,540
512,12289,6,hybrid,904,559
512,12289,6,lattice_only,904,536
512,12289,6,hybrid,905,560
512,12289,6,lattice_only,905,553
512,12289,6,hybrid,906,558
512,12289,6,lattice_only,906,571
512,12289,6,hybrid,907,561
512,12289,6,lattice_only,907,568
512,12289,6,hybrid,908,551
512,12289,6,lattice_only,908,563
512,12289,6,hybrid,909,577
512,12289,6,lattice_only,909,542
512,12289,6,hybrid,910,549
512,12289,6,lattice_only,910,559
512,12289,6,hybrid,911,559
512,12289,6,lattice_only,911,536
512,12289,6,hybrid,912,584
512,12289,6,lattice_only,912,561
512,12289,6,hybrid,913,564
512,12289,6,lattice_only,913,527
512,12289,6,hybrid,914,576
512,12289,6,lattice_only,914,560
512,12289,6,hybrid,915,528
512,12289,6,lattice_only,915,546
512,12289,6,hybrid,916,579
512,12289,6,lattice_only,916,542
512,12289,6,hybrid,917,554
512,12289,6,lattice_only,917,543
512,12289,6,hybrid,918,566
512,12289,6,lattice_only,918,514
512,12289,6,hybrid,919,585
512,12289,6,lattice_only,919,560
512,12289,6,hybrid,920,555
512,12289,6,lattice_only,920,520
512,12289,6,hybrid,921,578
512,12289,6,lattice_only,921,557
512,12289,6,hybrid,922,527
512,12289,6,lattice_only,922,565
512,12289,6,hybrid,923,574
512,12289,6,lattice_only,923,549
512,12289,6,hybrid,924,540
512,12289,6,lattice_only,924,552
512,12289,6,hybrid,925,568
512,12289,6,lattice_only,925,515
512,12289,6,hybrid,926,560
512,12289,6,lattice_only,926,557
512,12289,6,hybrid,927,555
512,12289,6,lattice_only,927,520
512,12289,6,hybrid,928,574
512,12289,6,lattice_only,928,545
512,12289,6,hybrid,929,554
512,12289,6,lattice_only,929,545
512,12289,6,hybrid,930,609
512,12289,6,lattice_only,930,561
512,12289,6,hybrid,931,533
512,12289,6,lattice_only,931,538
512,12289,6,hybrid,932,569
512,12289,6,lattice_only,932,535
512,12289,6,hybrid,933,557
512,12289,6,lattice_only,933,566
512,12289,6,hybrid,934,555
512,12289,6,lattice_only,934,539
512,12289,6,hybrid,935,576
512,12289,6,lattice_only,935,542
512,12289,6,hybrid,936,527
512,12289,6,lattice_only,936,552
512,12289,6,hybrid,937,573
512,12289,6,lattice_only,937,541
512,12289,6,hybrid,938,532
512,12289,6,lattice_only,938,538
512,12289,6,hybrid,939,555
512,12289,6,lattice_only,939,524
512,12289,6,hybrid,940,569
512,12289,6,lattice_only,940,580
512,12289,6,hybrid,941,577
512,12289,6,lattice_only,941,520
512,12289,6,hybrid,942,575
512,12289,6,lattice_only,942,579
512,12289,6,hybrid,943,526
512,12289,6,lattice_only,943,547
512,12289,6,hybrid,944,571
512,12289,6,lattice_only,944,566
512,12289,6,hybrid,945,533
512,12289,6,lattice_only,945,552
512,12289,6,hybrid,946,578
512,12289,6,lattice_only,946,527
512,12289,6,hybrid,947,580
512,12289,6,lattice_only,947,560
512,12289,6,hybrid,948,573
512,12289,6,lattice_only,948,534
512,12289,6,hybrid,949,550
512,12289,6,lattice_only,949,549
512,12289,6,hybrid,950,546
512,12289,6,lattice_only,950,564
512,12289,6,hybrid,951,589
512,12289,6,lattice_only,951,541
512,12289,6,hybrid,952,541
512,12289,6,lattice_only,952,537
512,12289,6,hybrid,953,570
512,12289,6,lattice_only,953,516
512,12289,6,hybrid,954,562
512,12289,6,lattice_only,954,578
512,12289,6,hybrid,955,578
512,12289,6,lattice_only,955,525
512,12289,6,hybrid,956,575
512,12289,6,lattice_only,956,557
512,12289,6,hybrid,957,525
512,12289,6,lattice_only,957,544
512,12289,6,hybrid,958,596
512,12289,6,lattice_only,958,567
512,12289,6,hybrid,959,535
512,12289,6,lattice_only,959,561
512,12289,6,hybrid,960,568
512,12289,6,lattice_only,960,527
512,12289,6,hybrid,961,556
512,12289,6,lattice_only,961,571
512,12289,6,hybrid,962,579
512,12289,6,lattice_only,962,520
512,12289,6,hybrid,963,526
512,12289,6,lattice_only,963,557
512,12289,6,hybrid,964,542
512,12289,6,lattice_only,964,545
512,12289,6,hybrid,965,570
512,12289,6,lattice_only,965,539
512,12289,6,hybrid,966,533
512,12289,6,lattice_only,966,569
