n,q,sigma,scheme,trial,latency_us
512,3329,3.2,hybrid,381,492
512,3329,3.2,lattice_only,381,515
512,3329,3.2,hybrid,382,519
512,3329,3.2,lattice_only,382,486
512,3329,3.2,hybrid,383,519
512,3329,3.2,lattice_only,383,558
512,3329,3.2,hybrid,384,520
512,3329,3.2,lattice_only,384,487
512,3329,3.2,hybrid,385,524
512,3329,3.2,lattice_only,385,480
512,3329,3.2,hybrid,386,587
512,3329,3.2,lattice_only,386,480
512,3329,3.2,hybrid,387,525
512,3329,3.2,lattice_only,387,534
512,3329,3.2,hybrid,388,501
512,3329,3.2,lattice_only,388,504
512,3329,3.2,hybrid,389,499
512,3329,3.2,lattice_only,389,506
512,3329,3.2,hybrid,390,499
512,3329,3.2,lattice_only,390,506
512,3329,3.2,hybrid,391,537
512,3329,3.2,lattice_only,391,515
512,3329,3.2,hybrid,392,493
512,3329,3.2,lattice_only,392,511
512,3329,3.2,hybrid,393,492
512,3329,3.2,lattice_only,393,511
512,3329,3.2,hybrid,394,491
512,3329,3.2,lattice_only,394,512
512,3329,3.2,hybrid,395,531
512,3329,3.2,lattice_only,395,519
512,3329,3.2,hybrid,396,492
512,3329,3.2,lattice_only,396,490
512,3329,3.2,hybrid,397,520
512,3329,3.2,lattice_only,397,487
512,3329,3.2,hybrid,398,519
512,3329,3.2,lattice_only,398,527
512,3329,3.2,hybrid,399,523
512,3329,3.2,lattice_only,399,486
512,3329,3.2,hybrid,400,525
512,3329,3.2,lattice_only,400,479
512,3329,3.2,hybrid,401,525
512,3329,3.2,lattice_only,401,479
512,3329,3.2,hybrid,402,523
512,3329,3.2,lattice_only,402,534
512,3329,3.2,hybrid,403,530
512,3329,3.2,lattice_only,403,487
512,3329,3.2,hybrid,404,526
512,3329,3.2,lattice_only,404,511
512,3329,3.2,hybrid,405,499
512,3329,3.2,lattice_only,405,504
512,3329,3.2,hybrid,406,538
512,3329,3.2,lattice_only,406,510
512,3329,3.2,hybrid,407,501
512,3329,3.2,lattice_only,407,507
512,3329,3.2,hybrid,408,505
512,3329,3.2,lattice_only,408,525
512,3329,3.2,hybrid,409,493
512,3329,3.2,lattice_only,409,521
512,3329,3.2,hybrid,410,534
512,3329,3.2,lattice_only,410,515
512,3329,3.2,hybrid,411,492
512,3329,3.2,lattice_only,411,514
512,3329,3.2,hybrid,412,520
512,3329,3.2,lattice_only,412,488
512,3329,3.2,hybrid,413,525
512,3329,3.2,lattice_only,413,526
512,3329,3.2,hybrid,414,525
512,3329,3.2,lattice_only,414,496
512,3329,3.2,hybrid,415,517
512,3329,3.2,lattice_only,415,480
512,3329,3.2,hybrid,416,524
512,3329,3.2,lattice_only,416,480
512,3329,3.2,hybrid,417,525
512,3329,3.2,lattice_only,417,545
512,3329,3.2,hybrid,418,529
512,3329,3.2,lattice_only,418,480
512,3329,3.2,hybrid,419,525
512,3329,3.2,lattice_only,419,479
512,3329,3.2,hybrid,420,498
512,3329,3.2,lattice_only,420,506
512,3329,3.2,hybrid,421,553
512,3329,3.2,lattice_only,421,510
512,3329,3.2,hybrid,422,499
512,3329,3.2,lattice_only,422,504
512,3329,3.2,hybrid,423,498
512,3329,3.2,lattice_only,423,515
512,3329,3.2,hybrid,424,492
512,3329,3.2,lattice_only,424,511
512,3329,3.2,hybrid,425,531
512,3329,3.2,lattice_only,425,514
512,3329,3.2,hybrid,426,492
512,3329,3.2,lattice_only,426,510
512,3329,3.2,hybrid,427,491
512,3329,3.2,lattice_only,427,511
512,3329,3.2,hybrid,428,491
512,3329,3.2,lattice_only,428,486
512,3329,3.2,hybrid,429,557
512,3329,3.2,lattice_only,429,486
512,3329,3.2,hybrid,430,519
512,3329,3.2,lattice_only,430,485
512,3329,3.2,hybrid,431,519
512,3329,3.2,lattice_only,431,486
512,3329,3.2,hybrid,432,521
512,3329,3.2,lattice_only,432,518
512,3329,3.2,hybrid,433,530
512,3329,3.2,lattice_only,433,479
512,3329,3.2,hybrid,434,525
512,3329,3.2,lattice_only,434,480
512,3329,3.2,hybrid,435,523
512,3329,3.2,lattice_only,435,479
512,3329,3.2,hybrid,436,522
512,3329,3.2,lattice_only,436,517
512,3329,3.2,hybrid,437,500
512,3329,3.2,lattice_only,437,506
512,3329,3.2,hybrid,438,498
512,3329,3.2,lattice_only,438,503
512,3329,3.2,hybrid,439,498
512,3329,3.2,lattice_only,439,503
512,3329,3.2,hybrid,440,551
512,3329,3.2,lattice_only,440,516
512,3329,3.2,hybrid,441,492
512,3329,3.2,lattice_only,441,509
512,3329,3.2,hybrid,442,492
512,3329,3.2,lattice_only,442,511
512,3329,3.2,hybrid,443,492
512,3329,3.2,lattice_only,443,512
512,3329,3.2,hybrid,444,529
512,3329,3.2,lattice_only,444,515
512,3329,3.2,hybrid,445,492
512,3329,3.2,lattice_only,445,486
512,3329,3.2,hybrid,446,519
512,3329,3.2,lattice_only,446,486
512,3329,3.2,hybrid,447,516
512,3329,3.2,lattice_only,447,522
512,3329,3.2,hybrid,448,522
512,3329,3.2,lattice_only,448,486
512,3329,3.2,hybrid,449,516
512,3329,3.2,lattice_only,449,480
512,3329,3.2,hybrid,450,521
512,3329,3.2,lattice_only,450,480
512,3329,3.2,hybrid,451,522
512,3329,3.2,lattice_only,451,550
512,3329,3.2,hybrid,452,533
512,3329,3.2,lattice_only,452,480
512,3329,3.2,hybrid,453,526
512,3329,3.2,lattice_only,453,505
512,3329,3.2,hybrid,454,498
512,3329,3.2,lattice_only,454,504
512,3329,3.2,hybrid,455,536
512,3329,3.2,lattice_only,455,507
512,3329,3.2,hybrid,456,498
512,3329,3.2,lattice_only,456,506
512,3329,3.2,hybrid,457,498
512,3329,3.2,lattice_only,457,511
512,3329,3.2,hybrid,458,492
512,3329,3.2,lattice_only,458,511
512,3329,3.2,hybrid,459,545
512,3329,3.2,lattice_only,459,513
512,3329,3.2,hybrid,460,491
512,3329,3.2,lattice_only,460,512
512,3329,3.2,hybrid,461,491
512,3329,3.2,lattice_only,461,513
512,3329,3.2,hybrid,462,492
512,3329,3.2,lattice_only,462,486
512,3329,3.2,hybrid,463,556
512,3329,3.2,lattice_only,463,486
512,3329,3.2,hybrid,464,516
512,3329,3.2,lattice_only,464,486
512,3329,3.2,hybrid,465,522
512,3329,3.2,lattice_only,465,486
512,3329,3.2,hybrid,466,519
512,3329,3.2,lattice_only,466,518
512,3329,3.2,hybrid,467,528
512,3329,3.2,lattice_only,467,480
512,3329,3.2,hybrid,468,533
512,3329,3.2,lattice_only,468,480
512,3329,3.2,hybrid,469,526
512,3329,3.2,lattice_only,469,479
512,3329,3.2,hybrid,470,533
512,3329,3.2,lattice_only,470,551
512,3329,3.2,hybrid,471,505
512,3329,3.2,lattice_only,471,505
512,3329,3.2,hybrid,472,499
512,3329,3.2,lattice_only,472,508
512,3329,3.2,hybrid,473,499
512,3329,3.2,lattice_only,473,512
512,3329,3.2,hybrid,474,533
512,3329,3.2,lattice_only,474,513
512,3329,3.2,hybrid,475,493
512,3329,3.2,lattice_only,475,509
512,3329,3.2,hybrid,476,492
512,3329,3.2,lattice_only,476,512
512,3329,3.2,hybrid,477,491
512,3329,3.2,lattice_only,477,515
512,3329,3.2,hybrid,478,558
512,3329,3.2,lattice_only,478,487
512,3329,3.2,hybrid,479,519
512,3329,3.2,lattice_only,479,486
512,3329,3.2,hybrid,480,521
512,3329,3.2,lattice_only,480,486
512,3329,3.2,hybrid,481,520
512,3329,3.2,lattice_only,481,523
512,3329,3.2,hybrid,482,529
512,3329,3.2,lattice_only,482,480
512,3329,3.2,hybrid,483,522
512,3329,3.2,lattice_only,483,479
512,3329,3.2,hybrid,484,527
512,3329,3.2,lattice_only,484,480
512,3329,3.2,hybrid,485,525
512,3329,3.2,lattice_only,485,517
512,3329,3.2,hybrid,486,528
512,3329,3.2,lattice_only,486,504
512,3329,3.2,hybrid,487,500
512,3329,3.2,lattice_only,487,506
512,3329,3.2,hybrid,488,499
512,3329,3.2,lattice_only,488,506
512,3329,3.2,hybrid,489,535
512,3329,3.2,lattice_only,489,512
512,3329,3.2,hybrid,490,499
512,3329,3.2,lattice_only,490,512
512,3329,3.2,hybrid,491,492
512,3329,3.2,lattice_only,491,516
512,3329,3.2,hybrid,492,492
512,3329,3.2,lattice_only,492,512
512,3329,3.2,hybrid,493,530
512,3329,3.2,lattice_only,493,515
512,3329,3.2,hybrid,494,491
512,3329,3.2,lattice_only,494,511
512,3329,3.2,hybrid,495,492
512,3329,3.2,lattice_only,495,486
512,3329,3.2,hybrid,496,518
512,3329,3.2,lattice_only,496,541
512,3329,3.2,hybrid,497,524
512,3329,3.2,lattice_only,497,627
512,3329,3.2,hybrid,498,558
512,3329,3.2,lattice_only,498,502
512,3329,3.2,hybrid,499,536
512,3329,3.2,lattice_only,499,525
512,3329,3.2,hybrid,500,507
512,3329,3.2,lattice_only,500,520
512,3329,3.2,hybrid,501,500
512,3329,3.2,lattice_only,501,523
512,3329,3.2,hybrid,502,506
512,3329,3.2,lattice_only,502,512
512,3329,3.2,hybrid,503,504
512,3329,3.2,lattice_only,503,528
512,3329,3.2,hybrid,504,548
512,3329,3.2,lattice_only,504,521
512,3329,3.2,hybrid,505,541
512,3329,3.2,lattice_only,505,494
512,3329,3.2,hybrid,506,534
512,3329,3.2,lattice_only,506,485
512,3329,3.2,hybrid,507,537
512,3329,3.2,lattice_only,507,522
512,3329,3.2,hybrid,508,569
512,3329,3.2,lattice_only,508,596
512,3329,3.2,hybrid,509,560
512,3329,3.2,lattice_only,509,524
512,3329,3.2,hybrid,510,510
512,3329,3.2,lattice_only,510,532
512,3329,3.2,hybrid,511,556
512,3329,3.2,lattice_only,511,528
512,3329,3.2,hybrid,512,502
512,3329,3.2,lattice_only,512,510
512,3329,3.2,hybrid,513,502
512,3329,3.2,lattice_only,513,512
512,3329,3.2,hybrid,514,503
512,3329,3.2,lattice_only,514,529
512,3329,3.2,hybrid,515,568
512,3329,3.2,lattice_only,515,484
512,3329,3.2,hybrid,516,528
512,3329,3.2,lattice_only,516,487
512,3329,3.2,hybrid,517,533
512,3329,3.2,lattice_only,517,485
512,3329,3.2,hybrid,518,533
512,3329,3.2,lattice_only,518,524
512,3329,3.2,hybrid,519,551
512,3329,3.2,lattice_only,519,489
512,3329,3.2,hybrid,520,531
512,3329,3.2,lattice_only,520,488
512,3329,3.2,hybrid,521,523
512,3329,3.2,lattice_only,521,517
512,3329,3.2,hybrid,522,495
512,3329,3.2,lattice_only,522,521
512,3329,3.2,hybrid,523,498
512,3329,3.2,lattice_only,523,514
512,3329,3.2,hybrid,524,494
512,3329,3.2,lattice_only,524,516
512,3329,3.2,hybrid,525,494
512,3329,3.2,lattice_only,525,515
512,3329,3.2,hybrid,526,541
512,3329,3.2,lattice_only,526,514
512,3329,3.2,hybrid,527,499
512,3329,3.2,lattice_only,527,505
512,3329,3.2,hybrid,528,500
512,3329,3.2,lattice_only,528,506
512,3329,3.2,hybrid,529,527
512,3329,3.2,lattice_only,529,485
512,3329,3.2,hybrid,530,566
512,3329,3.2,lattice_only,530,481
512,3329,3.2,hybrid,531,531
512,3329,3.2,lattice_only,531,481
512,3329,3.2,hybrid,532,525
512,3329,3.2,lattice_only,532,481
512,3329,3.2,hybrid,533,524
512,3329,3.2,lattice_only,533,544
512,3329,3.2,hybrid,534,522
512,3329,3.2,lattice_only,534,487
512,3329,3.2,hybrid,535,531
512,3329,3.2,lattice_only,535,507
512,3329,3.2,hybrid,536,528
512,3329,3.2,lattice_only,536,512
512,3329,3.2,hybrid,537,493
512,3329,3.2,lattice_only,537,515
512,3329,3.2,hybrid,538,494
512,3329,3.2,lattice_only,538,510
512,3329,3.2,hybrid,539,500
512,3329,3.2,lattice_only,539,515
512,3329,3.2,hybrid,540,492
512,3329,3.2,lattice_only,540,511
512,3329,3.2,hybrid,541,537
512,3329,3.2,lattice_only,541,512
512,3329,3.2,hybrid,542,499
512,3329,3.2,lattice_only,542,515
512,3329,3.2,hybrid,543,500
512,3329,3.2,lattice_only,543,507
512,3329,3.2,hybrid,544,527
512,3329,3.2,lattice_only,544,481
512,3329,3.2,hybrid,545,573
512,3329,3.2,lattice_only,545,486
512,3329,3.2,hybrid,546,530
512,3329,3.2,lattice_only,546,481
512,3329,3.2,hybrid,547,525
512,3329,3.2,lattice_only,547,481
512,3329,3.2,hybrid,548,528
512,3329,3.2,lattice_only,548,528
512,3329,3.2,hybrid,549,530
512,3329,3.2,lattice_only,549,487
512,3329,3.2,hybrid,550,527
512,3329,3.2,lattice_only,550,485
512,3329,3.2,hybrid,551,518
512,3329,3.2,lattice_only,551,485
512,3329,3.2,hybrid,552,508
512,3329,3.2,lattice_only,552,558
512,3329,3.2,hybrid,553,495
512,3329,3.2,lattice_only,553,512
512,3329,3.2,hybrid,554,492
512,3329,3.2,lattice_only,554,513
512,3329,3.2,hybrid,555,499
512,3329,3.2,lattice_only,555,515
512,3329,3.2,hybrid,556,539
512,3329,3.2,lattice_only,556,519
512,3329,3.2,hybrid,557,502
512,3329,3.2,lattice_only,557,508
512,3329,3.2,hybrid,558,499
512,3329,3.2,lattice_only,558,507
512,3329,3.2,hybrid,559,498
512,3329,3.2,lattice_only,559,480
512,3329,3.2,hybrid,560,567
512,3329,3.2,lattice_only,560,481
512,3329,3.2,hybrid,561,523
512,3329,3.2,lattice_only,561,480
512,3329,3.2,hybrid,562,523
512,3329,3.2,lattice_only,562,480
512,3329,3.2,hybrid,563,526
512,3329,3.2,lattice_only,563,518
512,3329,3.2,hybrid,564,528
512,3329,3.2,lattice_only,564,505
512,3329,3.2,hybrid,565,521
512,3329,3.2,lattice_only,565,486
512,3329,3.2,hybrid,566,521
512,3329,3.2,lattice_only,566,501
512,3329,3.2,hybrid,567,525
512,3329,3.2,lattice_only,567,572
512,3329,3.2,hybrid,568,494
512,3329,3.2,lattice_only,568,510
512,3329,3.2,hybrid,569,492
512,3329,3.2,lattice_only,569,514
512,3329,3.2,hybrid,570,494
512,3329,3.2,lattice_only,570,513
512,3329,3.2,hybrid,571,549
512,3329,3.2,lattice_only,571,510
512,3329,3.2,hybrid,572,498
512,3329,3.2,lattice_only,572,508
512,3329,3.2,hybrid,573,498
512,3329,3.2,lattice_only,573,507
512,3329,3.2,hybrid,574,498
512,3329,3.2,lattice_only,574,508
512,3329,3.2,hybrid,575,574
512,3329,3.2,lattice_only,575,481
512,3329,3.2,hybrid,576,524
512,3329,3.2,lattice_only,576,479
512,3329,3.2,hybrid,577,525
512,3329,3.2,lattice_only,577,484
512,3329,3.2,hybrid,578,525
512,3329,3.2,lattice_only,578,519
512,3329,3.2,hybrid,579,528
512,3329,3.2,lattice_only,579,485
512,3329,3.2,hybrid,580,519
512,3329,3.2,lattice_only,580,486
512,3329,3.2,hybrid,581,524
512,3329,3.2,lattice_only,581,486
512,3329,3.2,hybrid,582,519
512,3329,3.2,lattice_only,582,550
512,3329,3.2,hybrid,583,493
512,3329,3.2,lattice_only,583,510
512,3329,3.2,hybrid,584,493
512,3329,3.2,lattice_only,584,521
512,3329,3.2,hybrid,585,498
512,3329,3.2,lattice_only,585,515
512,3329,3.2,hybrid,586,533
512,3329,3.2,lattice_only,586,517
512,3329,3.2,hybrid,587,492
512,3329,3.2,lattice_only,587,508
512,3329,3.2,hybrid,588,498
512,3329,3.2,lattice_only,588,504
512,3329,3.2,hybrid,589,498
512,3329,3.2,lattice_only,589,508
512,3329,3.2,hybrid,590,567
512,3329,3.2,lattice_only,590,481
512,3329,3.2,hybrid,591,523
512,3329,3.2,lattice_only,591,480
512,3329,3.2,hybrid,592,524
512,3329,3.2,lattice_only,592,480
512,3329,3.2,hybrid,593,526
512,3329,3.2,lattice_only,593,519
512,3329,3.2,hybrid,594,548
512,3329,3.2,lattice_only,594,485
512,3329,3.2,hybrid,595,534
512,3329,3.2,lattice_only,595,486
512,3329,3.2,hybrid,596,519
512,3329,3.2,lattice_only,596,485
512,3329,3.2,hybrid,597,530
512,3329,3.2,lattice_only,597,557
512,3329,3.2,hybrid,598,501
512,3329,3.2,lattice_only,598,512
512,3329,3.2,hybrid,599,496
512,3329,3.2,lattice_only,599,514
512,3329,3.2,hybrid,600,493
512,3329,3.2,lattice_only,600,515
512,3329,3.2,hybrid,601,533
512,3329,3.2,lattice_only,601,516
512,3329,3.2,hybrid,602,492
512,3329,3.2,lattice_only,602,511
512,3329,3.2,hybrid,603,499
512,3329,3.2,lattice_only,603,507
512,3329,3.2,hybrid,604,499
512,3329,3.2,lattice_only,604,504
512,3329,3.2,hybrid,605,559
512,3329,3.2,lattice_only,605,482
512,3329,3.2,hybrid,606,527
512,3329,3.2,lattice_only,606,480
512,3329,3.2,hybrid,607,523
512,3329,3.2,lattice_only,607,480
512,3329,3.2,hybrid,608,528
512,3329,3.2,lattice_only,608,533
512,3329,3.2,hybrid,609,533
512,3329,3.2,lattice_only,609,480
512,3329,3.2,hybrid,610,524
512,3329,3.2,lattice_only,610,479
512,3329,3.2,hybrid,611,520
512,3329,3.2,lattice_only,611,485
512,3329,3.2,hybrid,612,517
512,3329,3.2,lattice_only,612,528
512,3329,3.2,hybrid,613,520
512,3329,3.2,lattice_only,613,514
512,3329,3.2,hybrid,614,492
512,3329,3.2,lattice_only,614,512
512,3329,3.2,hybrid,615,493
512,3329,3.2,lattice_only,615,517
512,3329,3.2,hybrid,616,532
512,3329,3.2,lattice_only,616,592
512,3329,3.2,hybrid,617,513
512,3329,3.2,lattice_only,617,516
512,3329,3.2,hybrid,618,508
512,3329,3.2,lattice_only,618,512
512,3329,3.2,hybrid,619,507
512,3329,3.2,lattice_only,619,519
512,3329,3.2,hybrid,620,583
512,3329,3.2,lattice_only,620,487
512,3329,3.2,hybrid,621,532
512,3329,3.2,lattice_only,621,487
512,3329,3.2,hybrid,622,532
512,3329,3.2,lattice_only,622,487
512,3329,3.2,hybrid,623,523
512,3329,3.2,lattice_only,623,530
512,3329,3.2,hybrid,624,527
512,3329,3.2,lattice_only,624,489
512,3329,3.2,hybrid,625,523
512,3329,3.2,lattice_only,625,492
512,3329,3.2,hybrid,626,523
512,3329,3.2,lattice_only,626,514
512,3329,3.2,hybrid,627,511
512,3329,3.2,lattice_only,627,519
512,3329,3.2,hybrid,628,499
512,3329,3.2,lattice_only,628,517
512,3329,3.2,hybrid,629,497
512,3329,3.2,lattice_only,629,518
512,3329,3.2,hybrid,630,501
512,3329,3.2,lattice_only,630,510
512,3329,3.2,hybrid,631,542
512,3329,3.2,lattice_only,631,508
512,3329,3.2,hybrid,632,500
512,3329,3.2,lattice_only,632,510
512,3329,3.2,hybrid,633,500
512,3329,3.2,lattice_only,633,482
512,3329,3.2,hybrid,634,527
512,3329,3.2,lattice_only,634,481
512,3329,3.2,hybrid,635,565
512,3329,3.2,lattice_only,635,482
512,3329,3.2,hybrid,636,524
512,3329,3.2,lattice_only,636,481
512,3329,3.2,hybrid,637,526
512,3329,3.2,lattice_only,637,481
512,3329,3.2,hybrid,638,520
512,3329,3.2,lattice_only,638,552
512,3329,3.2,hybrid,639,526
512,3329,3.2,lattice_only,639,486
512,3329,3.2,hybrid,640,521
512,3329,3.2,lattice_only,640,487
512,3329,3.2,hybrid,641,527
512,3329,3.2,lattice_only,641,513
512,3329,3.2,hybrid,642,493
512,3329,3.2,lattice_only,642,554
512,3329,3.2,hybrid,643,493
512,3329,3.2,lattice_only,643,514
512,3329,3.2,hybrid,644,493
512,3329,3.2,lattice_only,644,513
512,3329,3.2,hybrid,645,493
512,3329,3.2,lattice_only,645,508
512,3329,3.2,hybrid,646,555
512,3329,3.2,lattice_only,646,511
512,3329,3.2,hybrid,647,500
512,3329,3.2,lattice_only,647,505
512,3329,3.2,hybrid,648,499
512,3329,3.2,lattice_only,648,508
512,3329,3.2,hybrid,649,566
512,3329,3.2,lattice_only,649,484
512,3329,3.2,hybrid,650,533
512,3329,3.2,lattice_only,650,480
512,3329,3.2,hybrid,651,528
512,3329,3.2,lattice_only,651,480
512,3329,3.2,hybrid,652,519
512,3329,3.2,lattice_only,652,486
512,3329,3.2,hybrid,653,520
512,3329,3.2,lattice_only,653,525
512,3329,3.2,hybrid,654,524
512,3329,3.2,lattice_only,654,487
512,3329,3.2,hybrid,655,519
512,3329,3.2,lattice_only,655,486
512,3329,3.2,hybrid,656,519
512,3329,3.2,lattice_only,656,513
512,3329,3.2,hybrid,657,500
512,3329,3.2,lattice_only,657,552
512,3329,3.2,hybrid,658,494
512,3329,3.2,lattice_only,658,529
512,3329,3.2,hybrid,659,493
512,3329,3.2,lattice_only,659,516
512,3329,3.2,hybrid,660,514
512,3329,3.2,lattice_only,660,513
512,3329,3.2,hybrid,661,542
512,3329,3.2,lattice_only,661,519
512,3329,3.2,hybrid,662,500
512,3329,3.2,lattice_only,662,508
512,3329,3.2,hybrid,663,526
512,3329,3.2,lattice_only,663,480
512,3329,3.2,hybrid,664,526
512,3329,3.2,lattice_only,664,537
512,3329,3.2,hybrid,665,539
512,3329,3.2,lattice_only,665,480
512,3329,3.2,hybrid,666,539
512,3329,3.2,lattice_only,666,489
512,3329,3.2,hybrid,667,526
512,3329,3.2,lattice_only,667,486
512,3329,3.2,hybrid,668,523
512,3329,3.2,lattice_only,668,527
512,3329,3.2,hybrid,669,532
512,3329,3.2,lattice_only,669,486
512,3329,3.2,hybrid,670,522
512,3329,3.2,lattice_only,670,513
512,3329,3.2,hybrid,671,493
512,3329,3.2,lattice_only,671,515
512,3329,3.2,hybrid,672,531
512,3329,3.2,lattice_only,672,522
512,3329,3.2,hybrid,673,496
512,3329,3.2,lattice_only,673,516
512,3329,3.2,hybrid,674,502
512,3329,3.2,lattice_only,674,508
512,3329,3.2,hybrid,675,499
512,3329,3.2,lattice_only,675,507
512,3329,3.2,hybrid,676,537
512,3329,3.2,lattice_only,676,515
512,3329,3.2,hybrid,677,498
512,3329,3.2,lattice_only,677,507
512,3329,3.2,hybrid,678,529
512,3329,3.2,lattice_only,678,480
512,3329,3.2,hybrid,679,523
512,3329,3.2,lattice_only,679,480
512,3329,3.2,hybrid,680,527
512,3329,3.2,lattice_only,680,480
512,3329,3.2,hybrid,681,525
512,3329,3.2,lattice_only,681,479
512,3329,3.2,hybrid,682,526
512,3329,3.2,lattice_only,682,486
512,3329,3.2,hybrid,683,520
512,3329,3.2,lattice_only,683,548
512,3329,3.2,hybrid,684,527
512,3329,3.2,lattice_only,684,487
512,3329,3.2,hybrid,685,520
512,3329,3.2,lattice_only,685,486
512,3329,3.2,hybrid,686,530
512,3329,3.2,lattice_only,686,510
512,3329,3.2,hybrid,687,492
512,3329,3.2,lattice_only,687,553
512,3329,3.2,hybrid,688,493
512,3329,3.2,lattice_only,688,511
512,3329,3.2,hybrid,689,493
512,3329,3.2,lattice_only,689,518
512,3329,3.2,hybrid,690,499
512,3329,3.2,lattice_only,690,519
512,3329,3.2,hybrid,691,537
512,3329,3.2,lattice_only,691,510
512,3329,3.2,hybrid,692,499
512,3329,3.2,lattice_only,692,505
512,3329,3.2,hybrid,693,499
512,3329,3.2,lattice_only,693,514
512,3329,3.2,hybrid,694,526
512,3329,3.2,lattice_only,694,480
512,3329,3.2,hybrid,695,568
512,3329,3.2,lattice_only,695,481
512,3329,3.2,hybrid,696,527
512,3329,3.2,lattice_only,696,480
512,3329,3.2,hybrid,697,530
512,3329,3.2,lattice_only,697,480
512,3329,3.2,hybrid,698,524
512,3329,3.2,lattice_only,698,524
512,3329,3.2,hybrid,699,525
512,3329,3.2,lattice_only,699,486
512,3329,3.2,hybrid,700,520
512,3329,3.2,lattice_only,700,485
512,3329,3.2,hybrid,701,538
512,3329,3.2,lattice_only,701,487
512,3329,3.2,hybrid,702,536
512,3329,3.2,lattice_only,702,554
512,3329,3.2,hybrid,703,494
512,3329,3.2,lattice_only,703,513
512,3329,3.2,hybrid,704,492
512,3329,3.2,lattice_only,704,523
512,3329,3.2,hybrid,705,493
512,3329,3.2,lattice_only,705,514
512,3329,3.2,hybrid,706,537
512,3329,3.2,lattice_only,706,513
512,3329,3.2,hybrid,707,499
512,3329,3.2,lattice_only,707,504
512,3329,3.2,hybrid,708,497
512,3329,3.2,lattice_only,708,503
512,3329,3.2,hybrid,709,498
512,3329,3.2,lattice_only,709,543
512,3329,3.2,hybrid,710,566
512,3329,3.2,lattice_only,710,481
512,3329,3.2,hybrid,711,529
512,3329,3.2,lattice_only,711,480
512,3329,3.2,hybrid,712,524
512,3329,3.2,lattice_only,712,479
512,3329,3.2,hybrid,713,522
512,3329,3.2,lattice_only,713,524
512,3329,3.2,hybrid,714,523
512,3329,3.2,lattice_only,714,486
512,3329,3.2,hybrid,715,517
512,3329,3.2,lattice_only,715,486
512,3329,3.2,hybrid,716,523
512,3329,3.2,lattice_only,716,485
512,3329,3.2,hybrid,717,521
512,3329,3.2,lattice_only,717,552
512,3329,3.2,hybrid,718,493
512,3329,3.2,lattice_only,718,512
512,3329,3.2,hybrid,719,492
512,3329,3.2,lattice_only,719,511
512,3329,3.2,hybrid,720,492
512,3329,3.2,lattice_only,720,511
512,3329,3.2,hybrid,721,550
512,3329,3.2,lattice_only,721,511
512,3329,3.2,hybrid,722,498
512,3329,3.2,lattice_only,722,508
512,3329,3.2,hybrid,723,500
512,3329,3.2,lattice_only,723,513
512,3329,3.2,hybrid,724,499
512,3329,3.2,lattice_only,724,505
512,3329,3.2,hybrid,725,537
512,3329,3.2,lattice_only,725,480
512,3329,3.2,hybrid,726,569
512,3329,3.2,lattice_only,726,483
512,3329,3.2,hybrid,727,532
512,3329,3.2,lattice_only,727,480
512,3329,3.2,hybrid,728,527
512,3329,3.2,lattice_only,728,535
512,3329,3.2,hybrid,729,526
512,3329,3.2,lattice_only,729,492
512,3329,3.2,hybrid,730,521
512,3329,3.2,lattice_only,730,486
512,3329,3.2,hybrid,731,520
512,3329,3.2,lattice_only,731,486
512,3329,3.2,hybrid,732,520
512,3329,3.2,lattice_only,732,559
512,3329,3.2,hybrid,733,494
512,3329,3.2,lattice_only,733,510
512,3329,3.2,hybrid,734,492
512,3329,3.2,lattice_only,734,512
512,3329,3.2,hybrid,735,492
512,3329,3.2,lattice_only,735,509
512,3329,3.2,hybrid,736,530
512,3329,3.2,lattice_only,736,510
512,3329,3.2,hybrid,737,498
512,3329,3.2,lattice_only,737,508
512,3329,3.2,hybrid,738,499
512,3329,3.2,lattice_only,738,506
512,3329,3.2,hybrid,739,498
512,3329,3.2,lattice_only,739,506
512,3329,3.2,hybrid,740,550
512,3329,3.2,lattice_only,740,482
512,3329,3.2,hybrid,741,527
512,3329,3.2,lattice_only,741,480
512,3329,3.2,hybrid,742,531
512,3329,3.2,lattice_only,742,480
512,3329,3.2,hybrid,743,525
512,3329,3.2,lattice_only,743,518
512,3329,3.2,hybrid,744,527
512,3329,3.2,lattice_only,744,480
512,3329,3.2,hybrid,745,518
512,3329,3.2,lattice_only,745,486
512,3329,3.2,hybrid,746,520
512,3329,3.2,lattice_only,746,485
512,3329,3.2,hybrid,747,520
512,3329,3.2,lattice_only,747,524
512,3329,3.2,hybrid,748,520
512,3329,3.2,lattice_only,748,486
512,3329,3.2,hybrid,749,492
512,3329,3.2,lattice_only,749,513
512,3329,3.2,hybrid,750,492
512,3329,3.2,lattice_only,750,513
512,3329,3.2,hybrid,751,530
512,3329,3.2,lattice_only,751,519
512,3329,3.2,hybrid,752,493
512,3329,3.2,lattice_only,752,512
512,3329,3.2,hybrid,753,492
512,3329,3.2,lattice_only,753,509
512,3329,3.2,hybrid,754,499
512,3329,3.2,lattice_only,754,508
512,3329,3.2,hybrid,755,561
512,3329,3.2,lattice_only,755,513
512,3329,3.2,hybrid,756,504
512,3329,3.2,lattice_only,756,510
512,3329,3.2,hybrid,757,529
512,3329,3.2,lattice_only,757,480
512,3329,3.2,hybrid,758,525
