n,scheme,target_rate,latency_us,breached
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,50,0
128,hybrid,7500,45,0
128,hybrid,7500,70,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,43,0
128,hybrid,7500,45,0
128,hybrid,7500,47,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,52,0
128,hybrid,7500,45,0
128,hybrid,7500,68,0
128,hybrid,7500,45,0
128,hybrid,7500,80,0
128,hybrid,7500,47,0
128,hybrid,7500,55,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,57,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,68,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,43,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,64,0
128,hybrid,7500,47,0
128,hybrid,7500,80,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,47,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,66,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,68,0
128,hybrid,7500,46,0
128,hybrid,7500,78,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,42,0
128,hybrid,7500,47,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,68,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,43,0
128,hybrid,7500,68,0
128,hybrid,7500,46,0
128,hybrid,7500,81,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,44,0
128,hybrid,7500,68,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,47,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,67,0
128,hybrid,7500,45,0
128,hybrid,7500,102,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,47,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,47,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,73,0
128,hybrid,7500,47,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,68,0
128,hybrid,7500,45,0
128,hybrid,7500,79,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,58,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,70,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,64,0
128,hybrid,7500,47,0
128,hybrid,7500,78,0
128,hybrid,7500,47,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,48,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,70,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,67,0
128,hybrid,7500,46,0
128,hybrid,7500,81,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,69,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,42,0
128,hybrid,7500,70,0
128,hybrid,7500,45,0
128,hybrid,7500,91,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,50,0
128,hybrid,7500,46,0
128,hybrid,7500,47,0
128,hybrid,7500,53,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,82,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,47,0
128,hybrid,7500,45,0
128,hybrid,7500,47,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,72,0
128,hybrid,7500,45,0
128,hybrid,7500,89,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,43,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,71,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,72,0
128,hybrid,7500,45,0
128,hybrid,7500,85,0
128,hybrid,7500,46,0
128,hybrid,7500,51,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,47,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,61,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,69,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,67,0
128,hybrid,7500,45,0
128,hybrid,7500,83,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,67,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,67,0
128,hybrid,7500,45,0
128,hybrid,7500,80,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,67,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,68,0
128,hybrid,7500,45,0
128,hybrid,7500,102,0
128,hybrid,7500,47,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,47,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,68,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,44,0
128,hybrid,7500,68,0
128,hybrid,7500,53,0
128,hybrid,7500,84,0
128,hybrid,7500,47,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,68,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,47,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,47,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,72,0
128,hybrid,7500,45,0
128,hybrid,7500,83,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,56,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,68,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,47,0
128,hybrid,7500,47,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,67,0
128,hybrid,7500,45,0
128,hybrid,7500,80,0
128,hybrid,7500,47,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,65,0
128,hybrid,7500,47,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,67,0
128,hybrid,7500,46,0
128,hybrid,7500,78,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,47,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,67,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,73,0
128,hybrid,7500,45,0
128,hybrid,7500,81,0
128,hybrid,7500,47,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,52,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,48,0
128,hybrid,7500,72,0
128,hybrid,7500,46,0
128,hybrid,7500,49,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,69,0
128,hybrid,7500,45,0
128,hybrid,7500,85,0
128,hybrid,7500,47,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,47,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,68,0
128,hybrid,7500,47,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,69,0
128,hybrid,7500,45,0
128,hybrid,7500,80,0
128,hybrid,7500,47,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,47,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,56,0
128,hybrid,7500,44,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,68,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,47,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,68,0
128,hybrid,7500,45,0
128,hybrid,7500,91,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,70,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,72,0
128,hybrid,7500,47,0
128,hybrid,7500,103,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,47,0
128,hybrid,7500,66,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,47,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,67,0
128,hybrid,7500,45,0
128,hybrid,7500,78,0
128,hybrid,7500,52,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,67,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,47,0
128,hybrid,7500,69,0
128,hybrid,7500,45,0
128,hybrid,7500,79,0
128,hybrid,7500,47,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,44,0
128,hybrid,7500,43,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,46,0
128,hybrid,7500,70,0
128,hybrid,7500,45,0
128,hybrid,7500,44,0
128,hybrid,7500,46,0
128,hybrid,7500,45,0
128,hybrid,7500,45,0
128,hybrid,7500,46,0
128,hybrid,10000,48,0
128,hybrid,10000,44,0
128,hybrid,10000,47,0
128,hybrid,10000,45,0
128,hybrid,10000,44,0
128,hybrid,10000,45,0
128,hybrid,10000,44,0
128,hybrid,10000,46,0
128,hybrid,10000,44,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,43,0
128,hybrid,10000,45,0
128,hybrid,10000,78,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,44,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,56,0
128,hybrid,10000,44,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,47,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,44,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,44,0
128,hybrid,10000,78,0
128,hybrid,10000,48,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,44,0
128,hybrid,10000,45,0
128,hybrid,10000,44,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,44,0
128,hybrid,10000,46,0
128,hybrid,10000,44,0
128,hybrid,10000,45,0
128,hybrid,10000,44,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,44,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,44,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,77,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,48,0
128,hybrid,10000,44,0
128,hybrid,10000,47,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,44,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,44,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,44,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,43,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,47,0
128,hybrid,10000,45,0
128,hybrid,10000,77,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,44,0
128,hybrid,10000,46,0
128,hybrid,10000,47,0
128,hybrid,10000,44,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,44,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,44,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,44,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,44,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,79,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,44,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,44,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,44,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,49,0
128,hybrid,10000,45,0
128,hybrid,10000,47,0
128,hybrid,10000,46,0
128,hybrid,10000,44,0
128,hybrid,10000,46,0
128,hybrid,10000,44,0
128,hybrid,10000,46,0
128,hybrid,10000,44,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,80,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,47,0
128,hybrid,10000,45,0
128,hybrid,10000,44,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,45,0
128,hybrid,10000,44,0
128,hybrid,10000,56,0
128,hybrid,10000,46,0
128,hybrid,10000,47,0
128,hybrid,10000,45,0
128,hybrid,10000,46,0
128,hybrid,10000,46,0
128,hybrid,10000,48,0
128,hybrid,10000,46,0
128,hybrid,10000,45,0
128,hybrid,10000,43,0
