n,scheme,target_rate,latency_us,breached
128,hybrid,20000,49,0
128,hybrid,20000,50,0
128,hybrid,20000,45,0
128,hybrid,20000,49,0
128,hybrid,20000,54,0
128,hybrid,20000,45,0
128,hybrid,20000,50,0
128,hybrid,20000,45,0
128,hybrid,20000,80,0
128,hybrid,20000,47,0
128,hybrid,20000,50,0
128,hybrid,20000,50,0
128,hybrid,20000,54,0
128,hybrid,20000,45,0
128,hybrid,20000,51,0
128,hybrid,20000,45,0
128,hybrid,20000,53,0
128,hybrid,20000,49,0
128,hybrid,20000,44,0
128,hybrid,20000,54,0
128,hybrid,20000,45,0
128,hybrid,20000,49,0
128,hybrid,20000,52,0
128,hybrid,20000,72,0
128,hybrid,20000,55,0
128,hybrid,20000,47,0
128,hybrid,20000,54,0
128,hybrid,20000,46,0
128,hybrid,20000,96,0
128,hybrid,20000,47,0
128,hybrid,20000,51,0
128,hybrid,20000,45,0
128,hybrid,20000,50,0
128,hybrid,20000,51,0
128,hybrid,20000,48,0
128,hybrid,20000,45,0
128,hybrid,20000,53,0
128,hybrid,20000,83,0
128,hybrid,20000,46,0
128,hybrid,20000,50,0
128,hybrid,20000,47,0
128,hybrid,20000,49,0
128,hybrid,20000,51,0
128,hybrid,20000,50,0
128,hybrid,20000,44,0
128,hybrid,20000,51,0
128,hybrid,20000,45,0
128,hybrid,20000,54,0
128,hybrid,20000,51,0
128,hybrid,20000,51,0
128,hybrid,20000,50,0
128,hybrid,20000,43,0
128,hybrid,20000,79,0
128,hybrid,20000,46,0
128,hybrid,20000,50,0
128,hybrid,20000,47,0
128,hybrid,20000,46,0
128,hybrid,20000,54,0
128,hybrid,20000,45,0
128,hybrid,20000,49,0
128,hybrid,20000,50,0
128,hybrid,20000,53,0
128,hybrid,20000,45,0
128,hybrid,20000,54,0
128,hybrid,20000,46,0
128,hybrid,20000,54,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,51,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,51,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,70,0
128,hybrid,20000,47,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,82,0
128,hybrid,20000,47,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,50,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,48,0
128,hybrid,20000,68,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,50,0
128,hybrid,20000,51,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,71,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,51,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,67,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,69,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,47,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,50,0
128,hybrid,20000,44,0
128,hybrid,20000,49,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,68,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,48,0
128,hybrid,20000,53,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,47,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,50,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,67,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,83,0
128,hybrid,20000,47,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,50,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,68,0
128,hybrid,20000,47,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,50,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,75,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,41,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,51,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,50,0
128,hybrid,20000,67,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,50,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,68,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,82,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,50,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,70,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,42,0
128,hybrid,20000,45,0
128,hybrid,20000,51,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,71,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,49,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,68,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,52,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,50,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,73,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,83,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,50,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,76,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,47,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,47,0
128,hybrid,20000,47,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,50,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,66,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,49,0
128,hybrid,20000,46,0
128,hybrid,20000,43,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,70,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,81,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,50,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,69,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,51,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,72,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,47,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,50,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,71,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,82,0
128,hybrid,20000,47,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,50,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,70,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,49,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,47,0
128,hybrid,20000,47,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,49,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,69,0
128,hybrid,20000,43,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,47,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,50,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,70,0
128,hybrid,20000,47,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,82,0
128,hybrid,20000,47,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,43,0
128,hybrid,20000,50,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,69,0
128,hybrid,20000,47,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,49,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,73,0
128,hybrid,20000,47,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,52,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,48,0
128,hybrid,20000,45,0
128,hybrid,20000,47,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,50,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,72,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,103,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,49,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,77,0
128,hybrid,20000,47,0
128,hybrid,20000,47,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,57,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,50,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,67,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,43,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,51,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,43,0
128,hybrid,20000,70,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,42,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,63,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,47,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,71,0
128,hybrid,20000,47,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,50,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,70,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,50,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,68,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,53,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,55,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,76,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,84,0
128,hybrid,20000,47,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,50,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,49,0
128,hybrid,20000,69,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,51,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,72,0
128,hybrid,20000,47,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,51,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,70,0
128,hybrid,20000,47,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,50,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,70,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,83,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,47,0
128,hybrid,20000,50,0
128,hybrid,20000,45,0
128,hybrid,20000,51,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,47,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,50,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,71,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,50,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,50,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,76,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,42,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,47,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,69,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,50,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,66,0
128,hybrid,20000,46,0
128,hybrid,20000,47,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,50,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,66,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,51,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,47,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,83,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,42,0
128,hybrid,20000,46,0
128,hybrid,20000,46,0
128,hybrid,20000,47,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,55,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,50,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,69,0
128,hybrid,20000,47,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,50,0
128,hybrid,20000,44,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,71,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,45,0
128,hybrid,20000,46,0
128,hybrid,20000,44,0
128,hybrid,20000,45,0
