n,rounds,trial,prove_us,verify_us
512,10,45,3001,2714
512,10,46,3066,2721
512,10,47,3037,2715
512,10,48,3070,2743
512,10,49,3119,2731
512,10,50,3095,2691
512,10,51,3053,2665
512,10,52,3046,2795
512,10,53,3061,2721
512,10,54,3060,2691
512,10,55,3035,2726
512,10,56,3049,2780
512,10,57,3032,2717
512,10,58,3004,2690
512,10,59,3061,2765
512,10,60,3050,2752
512,10,61,3085,2773
512,10,62,3036,2765
512,10,63,3052,2686
512,10,64,3048,2676
512,10,65,3037,2735
512,10,66,3077,2640
512,10,67,3073,2742
512,10,68,3050,2657
512,10,69,3086,2748
512,10,70,3040,2764
512,10,71,3181,2734
512,10,72,3068,2641
512,10,73,3073,2761
512,10,74,3120,2677
512,10,75,3022,2683
512,10,76,3055,2736
512,10,77,2999,2741
512,10,78,3052,2781
512,10,79,3003,2734
512,10,80,3046,2719
512,10,81,3033,2711
512,10,82,3061,2733
512,10,83,3009,2741
512,10,84,3048,2717
512,10,85,3043,2686
512,10,86,3082,2711
512,10,87,3042,2635
512,10,88,3045,2733
512,10,89,3043,2662
512,10,90,3050,2731
512,10,91,3039,2675
512,10,92,3328,2722
512,10,93,3133,2742
512,10,94,3050,2751
512,10,95,3086,2804
512,10,96,3023,2759
512,10,97,3055,2811
512,10,98,3003,2730
512,10,99,3082,2716
512,15,0,4649,4169
512,15,1,4657,4071
512,15,2,4568,4117
512,15,3,4586,4094
512,15,4,4612,4155
512,15,5,4660,4083
512,15,6,4643,4171
512,15,7,4612,4051
512,15,8,4707,4040
512,15,9,4650,4152
512,15,10,4619,4121
512,15,11,4586,4147
512,15,12,4579,4223
512,15,13,4650,4129
512,15,14,4674,4080
512,15,15,4613,4081
512,15,16,4631,4107
512,15,17,4652,4074
512,15,18,4640,4123
512,15,19,4660,4157
512,15,20,4576,4050
512,15,21,4610,4078
512,15,22,4596,4143
512,15,23,4607,4113
512,15,24,4701,4099
512,15,25,4696,4118
512,15,26,4606,4095
512,15,27,4602,4143
512,15,28,4658,4072
512,15,29,4646,4080
512,15,30,4566,4081
512,15,31,4563,4041
512,15,32,4618,4279
512,15,33,4655,4113
512,15,34,4636,4090
512,15,35,4677,4164
512,15,36,4660,4083
512,15,37,4609,4070
512,15,38,4613,4081
512,15,39,4627,4165
512,15,40,4582,4103
512,15,41,4625,4222
512,15,42,4645,4111
512,15,43,4664,3994
512,15,44,4604,4040
512,15,45,4644,4165
512,15,46,4676,4068
512,15,47,4667,4074
512,15,48,4607,4146
512,15,49,4611,4150
512,15,50,4607,4162
512,15,51,4595,4181
512,15,52,4594,4104
512,15,53,4646,4048
512,15,54,4670,4091
512,15,55,4610,4058
512,15,56,4663,4068
512,15,57,4638,4137
512,15,58,4649,4082
512,15,59,4641,4106
512,15,60,4598,4129
512,15,61,4585,4109
512,15,62,4589,4081
512,15,63,4613,4194
512,15,64,4648,4076
512,15,65,4657,4101
512,15,66,4616,4099
512,15,67,4624,4149
512,15,68,4678,4154
512,15,69,4631,4041
512,15,70,4609,4078
512,15,71,4606,4129
512,15,72,4603,4151
512,15,73,4595,4122
512,15,74,4610,4122
512,15,75,4642,4146
512,15,76,4673,4044
512,15,77,4609,4067
512,15,78,4620,4099
512,15,79,4635,4105
512,15,80,4650,4111
512,15,81,4611,4067
512,15,82,4602,4102
512,15,83,4603,4150
512,15,84,4587,4130
512,15,85,4604,4057
512,15,86,4610,4107
512,15,87,4645,4165
512,15,88,4604,4074
512,15,89,4638,4125
512,15,90,4661,4162
512,15,91,4623,4294
512,15,92,4662,4212
512,15,93,4840,4240
512,15,94,4735,4114
512,15,95,4590,4166
512,15,96,4634,4178
512,15,97,4653,4032
512,15,98,4715,4051
512,15,99,4599,4025
512,20,0,6439,5427
512,20,1,6206,5454
512,20,2,6272,5341
512,20,3,6182,5357
512,20,4,6177,5466
512,20,5,6279,5527
512,20,6,6172,5425
512,20,7,6166,5457
512,20,8,6177,5501
512,20,9,6199,5481
512,20,10,6237,5482
512,20,11,6201,5464
512,20,12,6260,5442
512,20,13,6157,5397
512,20,14,6118,5373
512,20,15,6211,5332
512,20,16,6167,5411
512,20,17,6165,5439
512,20,18,6166,5405
512,20,19,6138,5397
512,20,20,6154,5488
512,20,21,6167,5526
512,20,22,6202,5517
512,20,23,6175,5521
512,20,24,6244,5439
512,20,25,6221,5419
512,20,26,6169,5543
512,20,27,6168,5453
512,20,28,6176,5589
512,20,29,6194,5579
512,20,30,6192,5448
512,20,31,6124,5489
512,20,32,6165,5463
512,20,33,6130,5467
512,20,34,6170,5524
512,20,35,6199,5597
512,20,36,6180,5510
512,20,37,6150,5426
512,20,38,6186,5636
512,20,39,6184,5410
512,20,40,6161,5529
512,20,41,6153,5484
512,20,42,6285,5578
512,20,43,6230,5456
512,20,44,6239,5381
512,20,45,6301,5443
512,20,46,6229,5480
512,20,47,6237,5393
512,20,48,6348,5529
512,20,49,6277,5463
512,20,50,6271,5420
512,20,51,6222,5469
512,20,52,6223,5401
512,20,53,6205,5476
512,20,54,6166,5372
512,20,55,6237,5411
512,20,56,6253,5462
512,20,57,6195,5509
512,20,58,6300,5519
512,20,59,6180,5361
512,20,60,6237,5327
512,20,61,6240,5386
512,20,62,6206,5380
512,20,63,6229,5406
512,20,64,6186,5438
512,20,65,6260,5426
512,20,66,6257,5489
512,20,67,6239,5380
512,20,68,6318,5448
512,20,69,6211,5437
512,20,70,6247,5473
512,20,71,6270,5551
512,20,72,6234,5572
512,20,73,6269,5411
512,20,74,6354,5682
512,20,75,6244,5602
512,20,76,6288,5538
512,20,77,6259,5455
512,20,78,6436,5645
512,20,79,6223,5605
512,20,80,6329,5567
512,20,81,6319,5471
512,20,82,6467,5530
512,20,83,6292,5553
512,20,84,6278,5717
512,20,85,6322,5579
512,20,86,6305,5525
512,20,87,6292,5594
512,20,88,6326,5570
512,20,89,6202,5525
512,20,90,6230,5591
512,20,91,6305,5443
512,20,92,6267,5524
512,20,93,6156,5462
512,20,94,6219,5500
512,20,95,6218,5549
512,20,96,6202,5463
512,20,97,6163,5508
512,20,98,6238,5580
512,20,99,6205,5465
1024,1,0,330,338
1024,1,1,349,286
1024,1,2,384,313
1024,1,3,354,281
1024,1,4,303,275
1024,1,5,331,271
1024,1,6,366,273
1024,1,7,355,261
1024,1,8,285,315
1024,1,9,320,293
1024,1,10,308,344
1024,1,11,301,317
1024,1,12,319,300
1024,1,13,319,299
1024,1,14,318,288
1024,1,15,291,296
1024,1,16,362,311
1024,1,17,340,337
1024,1,18,281,291
1024,1,19,286,283
1024,1,20,276,270
1024,1,21,298,275
1024,1,22,275,279
1024,1,23,342,279
1024,1,24,347,280
1024,1,25,289,273
1024,1,26,320,334
1024,1,27,275,367
1024,1,28,295,310
1024,1,29,288,350
1024,1,30,300,308
1024,1,31,270,317
1024,1,32,314,327
1024,1,33,283,296
1024,1,34,279,290
1024,1,35,281,275
1024,1,36,350,403
1024,1,37,451,311
1024,1,38,274,639
1024,1,39,372,283
1024,1,40,311,289
1024,1,41,316,280
1024,1,42,278,310
1024,1,43,296,345
1024,1,44,304,312
1024,1,45,287,285
1024,1,46,283,289
1024,1,47,290,280
1024,1,48,329,283
1024,1,49,284,283
1024,1,50,314,286
1024,1,51,314,276
1024,1,52,393,268
1024,1,53,337,279
1024,1,54,281,309
1024,1,55,308,325
1024,1,56,316,340
1024,1,57,304,311
1024,1,58,332,301
1024,1,59,290,287
1024,1,60,283,285
1024,1,61,289,300
1024,1,62,298,286
1024,1,63,290,283
1024,1,64,315,279
1024,1,65,338,272
1024,1,66,330,277
1024,1,67,315,289
1024,1,68,285,317
1024,1,69,285,353
1024,1,70,279,303
1024,1,71,293,282
1024,1,72,282,296
1024,1,73,282,291
1024,1,74,286,287
1024,1,75,296,280
1024,1,76,305,285
1024,1,77,331,272
1024,1,78,391,302
1024,1,79,298,283
1024,1,80,285,316
1024,1,81,291,311
1024,1,82,297,355
1024,1,83,310,309
1024,1,84,316,291
1024,1,85,277,284
1024,1,86,292,288
1024,1,87,284,296
1024,1,88,286,283
1024,1,89,310,287
1024,1,90,307,283
1024,1,91,373,277
1024,1,92,319,288
1024,1,93,277,313
1024,1,94,278,314
1024,1,95,284,289
1024,1,96,274,283
1024,1,97,280,290
1024,1,98,278,314
1024,1,99,286,301
1024,2,0,735,614
1024,2,1,629,511
1024,2,2,615,598
1024,2,3,649,533
1024,2,4,627,550
1024,2,5,677,514
1024,2,6,590,575
1024,2,7,646,531
1024,2,8,619,542
1024,2,9,650,579
1024,2,10,694,498
1024,2,11,659,558
1024,2,12,645,548
1024,2,13,719,533
1024,2,14,643,525
1024,2,15,597,606
1024,2,16,652,511
1024,2,17,577,584
1024,2,18,694,513
1024,2,19,620,556
1024,2,20,648,507
1024,2,21,607,545
1024,2,22,642,513
1024,2,23,607,644
1024,2,24,641,520
1024,2,25,618,554
1024,2,26,746,543
1024,2,27,620,527
1024,2,28,649,551
1024,2,29,654,524
1024,2,30,644,574
1024,2,31,678,548
1024,2,32,647,561
1024,2,33,635,504
1024,2,34,725,536
1024,2,35,653,515
1024,2,36,579,618
1024,2,37,662,513
1024,2,38,609,549
1024,2,39,686,524
1024,2,40,604,555
1024,2,41,647,511
1024,2,42,604,553
1024,2,43,622,519
1024,2,44,614,567
1024,2,45,666,570
1024,2,46,661,583
1024,2,47,706,522
1024,2,48,619,542
1024,2,49,639,553
1024,2,50,650,514
1024,2,51,634,610
1024,2,52,678,527
1024,2,53,648,551
1024,2,54,613,552
1024,2,55,657,597
1024,2,56,668,511
1024,2,57,583,572
1024,2,58,649,512
1024,2,59,621,533
1024,2,60,716,511
1024,2,61,584,542
1024,2,62,660,508
1024,2,63,619,541
1024,2,64,609,561
1024,2,65,612,576
1024,2,66,623,507
1024,2,67,615,541
1024,2,68,659,508
1024,2,69,593,540
1024,2,70,663,519
1024,2,71,583,567
1024,2,72,622,508
1024,2,73,591,570
1024,2,74,656,515
1024,2,75,625,566
1024,2,76,661,503
1024,2,77,591,541
1024,2,78,638,522
1024,2,79,636,587
1024,2,80,645,508
1024,2,81,589,566
1024,2,82,631,512
1024,2,83,583,548
1024,2,84,695,513
1024,2,85,595,545
1024,2,86,655,556
1024,2,87,592,539
1024,2,88,639,514
1024,2,89,582,666
1024,2,90,646,524
1024,2,91,618,539
1024,2,92,757,529
1024,2,93,590,577
1024,2,94,647,514
1024,2,95,647,506
1024,2,96,649,562
1024,2,97,654,559
1024,2,98,638,587
1024,2,99,636,511
1024,3,0,980,812
1024,3,1,957,795
1024,3,2,981,834
1024,3,3,978,892
1024,3,4,952,809
1024,3,5,944,938
1024,3,6,1321,1110
1024,3,7,984,816
1024,3,8,976,822
1024,3,9,973,841
1024,3,10,914,821
1024,3,11,1041,823
1024,3,12,941,873
1024,3,13,933,809
1024,3,14,928,860
1024,3,15,934,815
1024,3,16,952,878
1024,3,17,913,816
1024,3,18,946,844
1024,3,19,943,806
1024,3,20,1001,843
1024,3,21,951,871
1024,3,22,1011,821
1024,3,23,934,815
1024,3,24,1000,817
1024,3,25,939,812
1024,3,26,1000,779
1024,3,27,959,808
1024,3,28,937,831
1024,3,29,971,870
1024,3,30,945,817
1024,3,31,942,860
1024,3,32,955,812
1024,3,33,947,839
1024,3,34,899,816
1024,3,35,987,787
1024,3,36,936,847
1024,3,37,956,806
1024,3,38,896,850
1024,3,39,1033,1176
1024,3,40,962,836
1024,3,41,980,805
1024,3,42,959,893
1024,3,43,935,838
1024,3,44,937,880
1024,3,45,952,779
1024,3,46,977,817
1024,3,47,933,815
1024,3,48,995,820
1024,3,49,937,864
1024,3,50,1001,797
1024,3,51,952,806
1024,3,52,981,792
1024,3,53,917,814
1024,3,54,955,796
1024,3,55,938,829
1024,3,56,944,835
1024,3,57,939,856
1024,3,58,917,821
1024,3,59,962,880
1024,3,60,945,842
1024,3,61,918,870
1024,3,62,958,881
1024,3,63,994,832
1024,3,64,949,836
1024,3,65,950,832
1024,3,66,938,802
1024,3,67,1011,820
1024,3,68,945,808
1024,3,69,1012,803
1024,3,70,946,786
1024,3,71,948,833
1024,3,72,943,846
1024,3,73,982,838
1024,3,74,927,837
1024,3,75,908,819
1024,3,76,954,838
1024,3,77,935,811
1024,3,78,948,855
1024,3,79,880,832
1024,3,80,926,851
1024,3,81,954,814
1024,3,82,1022,813
1024,3,83,962,803
1024,3,84,980,811
1024,3,85,927,818
1024,3,86,975,849
1024,3,87,966,806
1024,3,88,1023,795
1024,3,89,910,782
1024,3,90,946,840
1024,3,91,946,841
1024,3,92,957,838
1024,3,93,947,856
1024,3,94,947,826
1024,3,95,963,862
1024,3,96,921,852
1024,3,97,912,862
1024,3,98,966,783
1024,3,99,969,836
1024,5,0,1647,1368
1024,5,1,1641,1341
1024,5,2,1618,1445
1024,5,3,1688,1305
1024,5,4,1660,1402
1024,5,5,1640,1362
1024,5,6,1632,1469
1024,5,7,1586,1472
1024,5,8,1637,1346
1024,5,9,1668,1478
1024,5,10,1687,1397
1024,5,11,1632,1589
1024,5,12,1754,1432
1024,5,13,1719,1583
1024,5,14,1617,1424
1024,5,15,1641,1485
1024,5,16,1656,1394
1024,5,17,1590,1439
1024,5,18,1644,1397
1024,5,19,1602,1481
1024,5,20,1668,1365
1024,5,21,1609,1546
1024,5,22,1635,1452
1024,5,23,1653,1417
1024,5,24,1803,1420
1024,5,25,1736,1460
1024,5,26,1725,1410
1024,5,27,1786,1415
1024,5,28,1671,1677
1024,5,29,1619,1475
1024,5,30,1663,1428
1024,5,31,1593,1502
1024,5,32,1636,1405
1024,5,33,1715,1414
1024,5,34,1682,1452
1024,5,35,1662,1398
1024,5,36,1571,1420
1024,5,37,1662,1412
1024,5,38,1588,1447
1024,5,39,1621,1349
1024,5,40,1663,1368
1024,5,41,1626,1406
1024,5,42,1688,1371
1024,5,43,1584,1408
1024,5,44,1652,1428
1024,5,45,1618,1382
1024,5,46,1712,1407
1024,5,47,1712,1360
1024,5,48,1628,1393
1024,5,49,1680,1321
1024,5,50,1607,1424
1024,5,51,1590,1437
1024,5,52,1624,1385
1024,5,53,1623,1377
1024,5,54,1646,1374
1024,5,55,1709,1326
1024,5,56,1598,1528
1024,5,57,1639,1413
1024,5,58,1603,1418
1024,5,59,1609,1356
1024,5,60,1659,1373
1024,5,61,1652,1439
1024,5,62,1708,1423
1024,5,63,1617,1499
1024,5,64,1641,1453
1024,5,65,1614,1476
1024,5,66,1633,1375
1024,5,67,1638,1444
1024,5,68,1740,1375
1024,5,69,1680,1439
1024,5,70,1643,1463
1024,5,71,1607,1418
1024,5,72,1633,1426
1024,5,73,1804,1436
1024,5,74,1596,1420
1024,5,75,1703,1413
1024,5,76,1668,1408
1024,5,77,1674,1357
1024,5,78,1606,1537
1024,5,79,1707,1534
1024,5,80,1582,1375
1024,5,81,1665,1420
1024,5,82,1655,1337
1024,5,83,1687,1421
1024,5,84,1687,1562
1024,5,85,1580,1441
1024,5,86,1631,1387
1024,5,87,1607,1546
1024,5,88,1634,1335
1024,5,89,1655,1386
1024,5,90,1698,1351
1024,5,91,1726,1432
1024,5,92,1622,1489
1024,5,93,1645,1406
1024,5,94,1576,1381
1024,5,95,1612,1387
1024,5,96,1634,1415
1024,5,97,1725,1334
1024,5,98,1677,1395
1024,5,99,1653,1511
1024,7,0,2321,2013
1024,7,1,2408,1932
1024,7,2,2373,1929
1024,7,3,2322,1837
1024,7,4,2296,2032
1024,7,5,2301,2005
1024,7,6,2396,1941
1024,7,7,2365,2033
1024,7,8,2363,1906
1024,7,9,2361,1948
1024,7,10,2327,2009
1024,7,11,2294,1994
1024,7,12,2300,1995
1024,7,13,2405,1998
1024,7,14,2336,1948
1024,7,15,2291,1969
1024,7,16,2364,2000
1024,7,17,2319,1956
1024,7,18,2347,1943
1024,7,19,2883,1985
1024,7,20,2322,2229
1024,7,21,2303,1950
1024,7,22,2370,1950
1024,7,23,2372,1991
1024,7,24,2329,1897
1024,7,25,2370,2008
1024,7,26,2274,1922
1024,7,27,2299,2104
1024,7,28,2392,1973
1024,7,29,2413,1914
1024,7,30,2407,2002
1024,7,31,2289,1909
1024,7,32,2320,1962
1024,7,33,2302,1946
1024,7,34,2356,1954
1024,7,35,2489,1988
1024,7,36,2497,1934
1024,7,37,2317,2049
1024,7,38,2216,2016
1024,7,39,2389,1938
1024,7,40,2538,2146
1024,7,41,2385,1853
1024,7,42,2294,1976
1024,7,43,2234,2030
1024,7,44,2285,2018
1024,7,45,2267,1938
1024,7,46,2298,1890
1024,7,47,2351,1928
1024,7,48,2281,2071
1024,7,49,2239,1920
1024,7,50,2200,1982
1024,7,51,2340,1944
1024,7,52,2307,2040
1024,7,53,2351,1936
1024,7,54,2323,2017
1024,7,55,2258,1902
1024,7,56,2176,2042
1024,7,57,2284,2058
1024,7,58,2307,1988
1024,7,59,2289,1875
1024,7,60,2399,2034
1024,7,61,2247,2595
1024,7,62,2394,2008
1024,7,63,2322,1940
1024,7,64,2294,1953
1024,7,65,2352,2020
1024,7,66,2371,2085
1024,7,67,2318,2170
1024,7,68,2437,2125
1024,7,69,2439,2012
1024,7,70,2387,2147
1024,7,71,2420,2048
1024,7,72,2371,1997
1024,7,73,2416,2064
1024,7,74,2359,2048
1024,7,75,2391,1978
1024,7,76,2277,2050
1024,7,77,2384,2088
1024,7,78,2660,2091
1024,7,79,2365,2059
1024,7,80,2454,2111
1024,7,81,2406,2033
1024,7,82,2904,1940
1024,7,83,2357,2057
1024,7,84,2364,1995
1024,7,85,2406,1929
1024,7,86,2303,2022
1024,7,87,2268,1917
1024,7,88,2368,2038
1024,7,89,2189,1930
1024,7,90,2220,1979
1024,7,91,2311,1990
1024,7,92,2405,2170
1024,7,93,2305,1918
1024,7,94,2318,2134
1024,7,95,2330,2022
1024,7,96,2236,2025
1024,7,97,2355,1994
1024,7,98,2320,1945
1024,7,99,2379,2014
1024,10,0,3230,2774
1024,10,1,3442,3032
1024,10,2,3329,2720
1024,10,3,3303,2817
1024,10,4,3333,2812
1024,10,5,3367,2815
1024,10,6,3243,2802
1024,10,7,3334,2925
1024,10,8,3565,2769
1024,10,9,3385,2778
1024,10,10,3313,2854
1024,10,11,3277,2898
1024,10,12,3358,2807
1024,10,13,3371,2692
1024,10,14,3233,2891
1024,10,15,3311,2856
1024,10,16,3346,2607
1024,10,17,3339,2764
1024,10,18,3313,2779
1024,10,19,3279,2833
1024,10,20,3343,2875
1024,10,21,3379,2708
1024,10,22,3284,2721
1024,10,23,3415,2838
1024,10,24,3337,2761
1024,10,25,3469,2830
1024,10,26,3328,2847
1024,10,27,3336,2723
1024,10,28,3354,2766
1024,10,29,3358,2748
1024,10,30,3276,2756
1024,10,31,3301,2705
1024,10,32,3620,2693
1024,10,33,3244,2731
1024,10,34,3311,2761
1024,10,35,3262,2762
1024,10,36,3427,2728
1024,10,37,3261,2676
1024,10,38,3250,2705
1024,10,39,3369,2720
1024,10,40,3375,2746
1024,10,41,3323,2681
1024,10,42,3335,2730
1024,10,43,3303,2739
1024,10,44,3267,2774
1024,10,45,3462,2775
1024,10,46,3316,2767
1024,10,47,3278,2746
1024,10,48,3326,2723
1024,10,49,3284,2831
1024,10,50,3325,2745
1024,10,51,3254,2809
1024,10,52,3387,2838
1024,10,53,3241,2674
1024,10,54,3291,2715
1024,10,55,3622,3419
1024,10,56,3323,2737
1024,10,57,3282,2801
1024,10,58,3365,2744
1024,10,59,3292,2728
1024,10,60,3377,2732
1024,10,61,3445,2743
1024,10,62,3243,2731
1024,10,63,3324,2853
1024,10,64,3370,2867
1024,10,65,3397,2747
1024,10,66,3360,2737
1024,10,67,3316,2792
1024,10,68,3278,2766
1024,10,69,3343,2936
1024,10,70,3468,2721
1024,10,71,3352,2758
1024,10,72,3367,2749
1024,10,73,3249,2780
1024,10,74,3383,2760
1024,10,75,3356,2828
1024,10,76,3383,2835
1024,10,77,3375,2761
1024,10,78,3341,2679
1024,10,79,3807,2856
1024,10,80,3367,2753
1024,10,81,3845,2802
1024,10,82,3340,2834
1024,10,83,3353,2810
1024,10,84,3362,2735
1024,10,85,3341,2889
1024,10,86,3414,2767
1024,10,87,3455,2812
1024,10,88,3414,2809
1024,10,89,3389,2787
1024,10,90,3350,2767
1024,10,91,3396,2818
1024,10,92,3367,2829
1024,10,93,3370,2834
1024,10,94,3802,2855
1024,10,95,3425,2677
1024,10,96,3376,2778
1024,10,97,3390,2737
1024,10,98,3370,2949
1024,10,99,3423,2755
1024,15,0,5177,4111
1024,15,1,5028,4130
1024,15,2,5081,4217
1024,15,3,9030,5419
1024,15,4,5218,4209
1024,15,5,5001,4453
1024,15,6,5002,4153
1024,15,7,4971,4187
1024,15,8,5054,4157
1024,15,9,5028,4227
1024,15,10,4984,4228
1024,15,11,5018,4465
1024,15,12,5047,4090
1024,15,13,5013,4263
1024,15,14,4965,4239
1024,15,15,4981,4309
1024,15,16,5597,4289
1024,15,17,4954,4155
1024,15,18,5010,4161
1024,15,19,4962,4194
1024,15,20,4996,4474
1024,15,21,5020,4356
1024,15,22,5118,4183
1024,15,23,4942,4168
1024,15,24,5058,4246
1024,15,25,5044,4254
1024,15,26,5429,4165
1024,15,27,5026,4147
1024,15,28,5211,4233
1024,15,29,5340,4112
1024,15,30,5016,4142
1024,15,31,5019,4174
1024,15,32,5405,4191
1024,15,33,5025,4138
1024,15,34,5128,4196
1024,15,35,5028,4148
1024,15,36,5009,4170
1024,15,37,5024,4176
1024,15,38,5007,4056
1024,15,39,5073,4189
1024,15,40,5103,4256
1024,15,41,5104,4166
1024,15,42,5053,4250
1024,15,43,5025,4243
1024,15,44,5090,4242
1024,15,45,5227,4335
1024,15,46,5154,4418
1024,15,47,5056,4276
1024,15,48,5042,4404
1024,15,49,5195,4399
1024,15,50,5086,4610
1024,15,51,5000,4264
1024,15,52,5189,4378
1024,15,53,5121,4239
1024,15,54,5208,5122
1024,15,55,5101,6676
1024,15,56,5343,4248
1024,15,57,4955,4070
1024,15,58,4905,4113
1024,15,59,4901,4107
1024,15,60,4887,4180
1024,15,61,4956,4201
1024,15,62,5060,4165
1024,15,63,4987,4191
1024,15,64,4921,4120
1024,15,65,5016,4175
1024,15,66,5097,4145
1024,15,67,5106,4109
1024,15,68,5119,4206
1024,15,69,5172,4163
1024,15,70,6822,4228
1024,15,71,5016,4275
1024,15,72,5058,4225
1024,15,73,5152,4218
1024,15,74,7253,7574
1024,15,75,5179,4139
1024,15,76,5133,4340
1024,15,77,5190,4159
1024,15,78,5113,4553
1024,15,79,5095,4103
1024,15,80,5155,4143
1024,15,81,5089,4177
1024,15,82,5048,4227
1024,15,83,5643,4372
1024,15,84,5261,4398
1024,15,85,5175,4348
1024,15,86,5185,4714
1024,15,87,5116,4146
1024,15,88,5023,4225
1024,15,89,5098,4273
1024,15,90,5024,4168
1024,15,91,5043,4277
1024,15,92,5005,3988
1024,15,93,5010,4217
1024,15,94,5089,4102
1024,15,95,5090,4154
1024,15,96,5009,4162
1024,15,97,5113,4124
1024,15,98,5114,4131
1024,15,99,5182,4037
1024,20,0,6768,5635
1024,20,1,7068,5396
1024,20,2,6899,5631
1024,20,3,6839,5607
1024,20,4,6979,5540
1024,20,5,6772,5640
1024,20,6,6948,5609
1024,20,7,6916,5424
1024,20,8,6836,5395
1024,20,9,6783,5919
1024,20,10,6909,5536
1024,20,11,6754,5449
1024,20,12,6737,5440
1024,20,13,6809,5659
1024,20,14,6576,5495
1024,20,15,6513,5473
1024,20,16,6679,5555
1024,20,17,6627,5401
1024,20,18,6675,5555
1024,20,19,6713,5703
1024,20,20,6831,5511
1024,20,21,6707,5678
1024,20,22,6833,5693
1024,20,23,6719,5525
1024,20,24,6731,5547
1024,20,25,6663,5665
1024,20,26,6830,5627
1024,20,27,6750,5486
1024,20,28,6777,5533
1024,20,29,6757,5653
1024,20,30,6751,5511
1024,20,31,6725,5912
1024,20,32,6785,5605
1024,20,33,6670,5561
1024,20,34,6629,5589
1024,20,35,6761,5749
1024,20,36,6737,5651
1024,20,37,6622,5561
1024,20,38,6709,5643
1024,20,39,6852,5510
1024,20,40,6827,5640
1024,20,41,6851,5501
1024,20,42,7016,5495
1024,20,43,6834,5590
1024,20,44,6803,5499
1024,20,45,6816,5485
1024,20,46,6775,5491
1024,20,47,6666,5686
1024,20,48,6708,5495
1024,20,49,6904,5582
1024,20,50,6753,5608
1024,20,51,6685,5616
1024,20,52,6596,5532
1024,20,53,6708,5393
1024,20,54,6794,5423
1024,20,55,6753,5577
1024,20,56,6819,5431
1024,20,57,7048,5476
1024,20,58,6847,5530
1024,20,59,8169,5640
1024,20,60,6778,5668
1024,20,61,6821,5650
1024,20,62,6928,5456
1024,20,63,6838,5605
1024,20,64,6844,5475
1024,20,65,6716,5550
1024,20,66,6717,5718
1024,20,67,7074,5470
1024,20,68,6619,5614
1024,20,69,6665,5527
1024,20,70,6730,5303
1024,20,71,6584,5517
1024,20,72,6644,5601
1024,20,73,6662,5571
1024,20,74,6682,5467
1024,20,75,6744,5438
1024,20,76,6795,5491
1024,20,77,6676,5485
1024,20,78,6641,5510
1024,20,79,6822,5831
1024,20,80,6710,5486
1024,20,81,10216,5563
1024,20,82,7004,5633
1024,20,83,6798,5656
1024,20,84,6869,5434
1024,20,85,6878,5432
1024,20,86,6873,5525
1024,20,87,6866,5511
1024,20,88,6928,5602
1024,20,89,6758,5535
1024,20,90,6790,5494
1024,20,91,6970,5472
1024,20,92,6812,5438
1024,20,93,6945,5711
1024,20,94,6846,5767
1024,20,95,6986,5695
1024,20,96,6855,5691
1024,20,97,7065,5743
1024,20,98,6812,5597
1024,20,99,6772,5668
